"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"21030-48344","WR","Albert","Albert Wilson","Wilson","4.900000095367432","2","4900","KC@LAC","KC","LAC","","","",""
"21030-12541","D","New England","New England Patriots","Patriots","1.5","2","4900","HOU@NE","NE","HOU","","","",""
"21030-12550","D","Seattle","Seattle Seahawks","Seahawks","7.5","2","4900","SEA@TEN","SEA","TEN","","","",""
"21030-10647","K","Matt","Matt Bryant","Bryant","13","2","4900","ATL@DET","ATL","DET","","","",""
"21030-33691","RB","Orleans","Orleans Darkwa","Darkwa","2.1500000953674316","2","4900","NYG@PHI","NYG","PHI","","","",""
"21030-26610","WR","Paul","Paul Richardson","Richardson","8.399999618530273","2","4900","SEA@TEN","SEA","TEN","","","",""
"21030-22765","K","Giorgio","Giorgio Tavecchio","Tavecchio","14","2","4800","OAK@WAS","OAK","WAS","","","",""
"21030-12533","D","Green Bay","Green Bay Packers","Packers","5.5","2","4800","CIN@GB","GB","CIN","","","",""
"21030-32058","K","Chris","Chris Boswell","Boswell","9.5","2","4800","PIT@CHI","PIT","CHI","","","",""
"21030-54608","RB","Jerick","Jerick McKinnon","McKinnon","4.599999904632568","2","4800","TB@MIN","MIN","TB","","","",""
"21030-54623","WR","Jeff","Jeff Janis","Janis","2.550000031789144","12","4800","CIN@GB","GB","CIN","","","",""
"21030-52613","WR","Curtis","Curtis Samuel","Samuel","1.7000000476837158","1","4800","NO@CAR","CAR","NO","","","",""
"21030-39305","TE","A.J.","A.J. Derby","Derby","2.450000047683716","2","4800","DEN@BUF","DEN","BUF","","","",""
"21030-28080","WR","Devin","Devin Funchess","Funchess","5.900000095367432","2","4800","NO@CAR","CAR","NO","","","",""
"21030-10744","K","Graham","Graham Gano","Gano","10","2","4800","NO@CAR","CAR","NO","","","",""
"21030-41475","WR","John","John Ross","Ross","-0.800000011920929","1","4800","CIN@GB","CIN","GB","Q","Illness","",""
"21030-31280","K","Cody","Cody Parkey","Parkey","15","1","4800","MIA@NYJ","MIA","NYJ","","","",""
"21030-30261","K","Caleb","Caleb Sturgis","Sturgis","13","1","4800","NYG@PHI","PHI","NYG","IR","Quadriceps","",""
"21030-57909","RB","Marlon","Marlon Mack","Mack","6.150000095367432","2","4800","CLE@IND","IND","CLE","Q","Shoulder","",""
"21030-14905","WR","Kamar","Kamar Aiken","Aiken","2.700000047683716","2","4800","CLE@IND","IND","CLE","Q","Hip","",""
"21030-38509","RB","Wendell","Wendell Smallwood","Smallwood","1","2","4800","NYG@PHI","PHI","NYG","","","",""
"21030-26247","K","Brandon","Brandon McManus","McManus","6","2","4800","DEN@BUF","DEN","BUF","","","",""
"21030-39580","RB","Devontae","Devontae Booker","Booker","7.949999809265137","16","4800","DEN@BUF","DEN","BUF","","","",""
"21030-30403","WR","Chris","Chris Conley","Conley","6.400000095367432","2","4800","KC@LAC","KC","LAC","","","",""
"21030-39649","RB","Benny","Benny Cunningham","Cunningham","0","1","4800","PIT@CHI","CHI","PIT","Q","Ankle","",""
"21030-8050","TE","Zach","Zach Miller","Miller","6.550000190734863","2","4800","PIT@CHI","CHI","PIT","","","",""
"21030-14245","RB","Shane","Shane Vereen","Vereen","8.300000190734863","2","4800","NYG@PHI","NYG","PHI","","","",""
"21030-14339","RB","Dion","Dion Lewis","Lewis","1.9500000476837158","2","4700","HOU@NE","NE","HOU","","","",""
"21030-30733","WR","Cordarrelle","Cordarrelle Patterson","Patterson","7","2","4700","OAK@WAS","OAK","WAS","","","",""
"21030-27771","WR","Cody","Cody Latimer","Latimer","1.600000023841858","2","4700","DEN@BUF","DEN","BUF","","","",""
"21030-62616","RB","Zach","Zach Zenner","Zenner","7.636363636363637","11","4700","ATL@DET","DET","ATL","","","",""
"21030-12536","D","Kansas City","Kansas City Chiefs","Chiefs","7","2","4700","KC@LAC","KC","LAC","","","",""
"21030-32045","TE","Vance","Vance McDonald","McDonald","0","1","4700","PIT@CHI","PIT","CHI","","","",""
"21030-29003","RB","Ka'Deem","Ka'Deem Carey","Carey","1.8727273074063389","11","4700","PIT@CHI","CHI","PIT","","","",""
"21030-33244","WR","Eli","Eli Rogers","Rogers","4.199999809265137","2","4700","PIT@CHI","PIT","CHI","","","",""
"21030-6642","K","Nick","Nick Folk","Folk","14","1","4700","TB@MIN","TB","MIN","","","",""
"21030-55830","RB","D'Onta","D'Onta Foreman","Foreman","2.200000047683716","2","4700","HOU@NE","HOU","NE","","","",""
"21030-22110","K","Blair","Blair Walsh","Walsh","8","2","4700","SEA@TEN","SEA","TEN","","","",""
"21030-6782","K","Matt","Matt Prater","Prater","7.5","2","4700","ATL@DET","DET","ATL","","","",""
"21030-6870","TE","Vernon","Vernon Davis","Davis","0.8999999761581421","2","4700","OAK@WAS","WAS","OAK","","","",""
"21030-7975","RB","Mike","Mike Tolbert","Tolbert","6.550000190734863","2","4700","DEN@BUF","BUF","DEN","","","",""
"21030-41806","WR","Laquon","Laquon Treadwell","Treadwell","3","2","4700","TB@MIN","MIN","TB","","","",""
"21030-28525","WR","Braxton","Braxton Miller","Miller","1","2","4700","HOU@NE","HOU","NE","","","",""
"21030-39829","WR","Mike","Mike Williams","Williams","0","0","4700","KC@LAC","LAC","KC","D","Back","",""
"21030-33714","K","Cairo","Cairo Santos","Santos","7.5","2","4700","KC@LAC","KC","LAC","","","",""
"21030-14394","TE","Virgil","Virgil Green","Green","6.5","2","4600","DEN@BUF","DEN","BUF","","","",""
"21030-9442","WR","Brandon","Brandon Tate","Tate","0","1","4600","DEN@BUF","BUF","DEN","","","",""
"21030-11495","WR","Brandon","Brandon LaFell","LaFell","4.449999809265137","2","4600","CIN@GB","CIN","GB","","","",""
"21030-12540","D","Minnesota","Minnesota Vikings","Vikings","2","2","4600","TB@MIN","MIN","TB","","","",""
"21030-48380","K","Wil","Wil Lutz","Lutz","11.5","2","4600","NO@CAR","NO","CAR","","","",""
"21030-12551","D","Tampa Bay","Tampa Bay Buccaneers","Buccaneers","19","1","4600","TB@MIN","TB","MIN","","","",""
"21030-30989","RB","Kenyan","Kenyan Drake","Drake","-0.30000001192092896","1","4600","MIA@NYJ","MIA","NYJ","","","",""
"21030-41235","K","Jake","Jake Elliott","Elliott","9","1","4600","NYG@PHI","PHI","NYG","","","",""
"21030-24912","K","Dustin","Dustin Hopkins","Hopkins","7.5","2","4600","OAK@WAS","WAS","OAK","","","",""
"21030-52560","WR","Geronimo","Geronimo Allison","Allison","3.9000000953674316","1","4600","CIN@GB","GB","CIN","","","",""
"21030-38269","RB","Cameron","Cameron Artis-Payne","Artis-Payne","9.333333333333334","3","4600","NO@CAR","CAR","NO","","","",""
"21030-47523","WR","Tajae","Tajae Sharpe","Sharpe","5.300000190734863","16","4600","SEA@TEN","TEN","SEA","IR","Foot","",""
"21030-14761","WR","Andre","Andre Holmes","Holmes","4.699999809265137","2","4600","DEN@BUF","BUF","DEN","","","",""
"21030-21999","WR","Rueben","Rueben Randle","Randle","0","0","4600","PIT@CHI","CHI","PIT","","","",""
"21030-40442","RB","Aaron","Aaron Jones","Jones","0","0","4600","CIN@GB","GB","CIN","","","",""
"21030-6668","K","Adam","Adam Vinatieri","Vinatieri","5.5","2","4600","CLE@IND","IND","CLE","","","",""
"21030-6724","K","Stephen","Stephen Hauschka","Hauschka","3.5","2","4600","DEN@BUF","BUF","DEN","","","",""
"21030-7784","WR","Darrius","Darrius Heyward-Bey","Heyward-Bey","5.485714503696987","7","4600","PIT@CHI","PIT","CHI","Q","Illness","",""
"21030-29314","TE","Richard","Richard Rodgers","Rodgers","3.200000047683716","1","4600","CIN@GB","GB","CIN","","","",""
"21030-29351","WR","De'Anthony","De'Anthony Thomas","Thomas","0.3499999940395355","2","4600","KC@LAC","KC","LAC","","","",""
"21030-31406","RB","Alfred","Alfred Blue","Blue","4","14","4600","HOU@NE","HOU","NE","Q","Ankle","",""
"21030-30428","WR","Malcolm","Malcolm Mitchell","Mitchell","6.674999872843425","12","4600","HOU@NE","NE","HOU","IR","Knee","",""
"21030-40669","WR","Tyler","Tyler Boyd","Boyd","1.600000023841858","1","4600","CIN@GB","CIN","GB","","","",""
"21030-32564","WR","Josh","Josh Doctson","Doctson","0","1","4600","OAK@WAS","WAS","OAK","","","",""
"21030-29500","WR","Markus","Markus Wheaton","Wheaton","5.033333460489909","3","4600","PIT@CHI","CHI","PIT","","","",""
"21030-15176","K","Kai","Kai Forbath","Forbath","8","2","4600","TB@MIN","MIN","TB","","","",""
"21030-24569","K","Chandler","Chandler Catanzaro","Catanzaro","9.5","2","4600","MIA@NYJ","NYJ","MIA","","","",""
"21030-14348","TE","Lee","Lee Smith","Smith","1.399999976158142","1","4500","OAK@WAS","OAK","WAS","","","",""
"21030-14355","TE","Niles","Niles Paul","Paul","1.850000023841858","2","4500","OAK@WAS","WAS","OAK","","","",""
"21030-14358","WR","Dwayne","Dwayne Harris","Harris","0","2","4500","NYG@PHI","NYG","PHI","","","",""
"21030-27671","WR","Jake","Jake Kumerow","Kumerow","0","0","4500","CIN@GB","CIN","GB","IR","Ankle","",""
"21030-27672","TE","Matt","Matt LaCosse","LaCosse","0","0","4500","NYG@PHI","NYG","PHI","","","",""
"21030-29725","TE","Levine","Levine Toilolo","Toilolo","0","1","4500","ATL@DET","ATL","DET","","","",""
"21030-14369","RB","Jordan","Jordan Todman","Todman","0.9916666348775228","12","4500","HOU@NE","HOU","NE","","","",""
"21030-56356","WR","Isaiah","Isaiah Ford","Ford","0","0","4500","MIA@NYJ","MIA","NYJ","IR","Knee - meniscus","",""
"21030-55335","TE","David","David Njoku","Njoku","6.599999904632568","2","4500","CLE@IND","CLE","IND","","","",""
"21030-27692","RB","Josh","Josh Ferguson","Ferguson","1.9692307985745943","13","4500","CLE@IND","IND","CLE","","","",""
"21030-42028","WR","Will","Will Fuller V","Fuller V","7.478571210588727","14","4500","HOU@NE","HOU","NE","O","Shoulder","",""
"21030-24621","WR","Charone","Charone Peake","Peake","0.800000011920929","1","4500","MIA@NYJ","NYJ","MIA","","","",""
"21030-62515","TE","Neal","Neal Sterling","Sterling","1.2999999523162842","1","4500","MIA@NYJ","NYJ","MIA","Q","Knee","",""
"21030-30775","WR","Justin","Justin Hunter","Hunter","5.322222391764323","9","4500","PIT@CHI","PIT","CHI","","","",""
"21030-62519","WR","Tre","Tre McBride","McBride","0","0","4500","PIT@CHI","CHI","PIT","","","",""
"21030-44103","RB","Elijah","Elijah McGuire","McGuire","4.099999904632568","1","4500","MIA@NYJ","NYJ","MIA","","","",""
"21030-7244","RB","John","John Kuhn","Kuhn","0.20000000298023224","1","4500","NO@CAR","NO","CAR","","","",""
"21030-79967","TE","Adam","Adam Shaheen","Shaheen","0","0","4500","PIT@CHI","CHI","PIT","","","",""
"21030-29805","TE","Ryan","Ryan Hewitt","Hewitt","1.149999976158142","2","4500","CIN@GB","CIN","GB","","","",""
"21030-79980","TE","Eric","Eric Saubert","Saubert","0","0","4500","ATL@DET","ATL","DET","","","",""
"21030-79983","RB","De'Angelo","De'Angelo Henderson","Henderson","0","0","4500","DEN@BUF","DEN","BUF","","","",""
"21030-42095","WR","ArDarius","ArDarius Stewart","Stewart","2","1","4500","MIA@NYJ","NYJ","MIA","","","",""
"21030-80001","RB","Austin","Austin Ekeler","Ekeler","1.399999976158142","2","4500","KC@LAC","LAC","KC","","","",""
"21030-31874","RB","Kenneth","Kenneth Farrow","Farrow","3.0700000762939452","10","4500","KC@LAC","LAC","KC","IR","Ankle","",""
"21030-80011","TE","Antony","Antony Auclair","Auclair","0","0","4500","TB@MIN","TB","MIN","","","",""
"21030-28815","RB","Akeem","Akeem Hunt","Hunt","0","1","4500","KC@LAC","KC","LAC","","","",""
"21030-62617","TE","Khari","Khari Lee","Lee","0","1","4500","DEN@BUF","BUF","DEN","","","",""
"21030-46244","RB","Donnel","Donnel Pumphrey","Pumphrey","0","0","4500","NYG@PHI","PHI","NYG","IR","Hamstring","",""
"21030-25775","TE","Clive","Clive Walford","Walford","1.2000000476837158","1","4500","OAK@WAS","OAK","WAS","","","",""
"21030-25783","RB","Mike","Mike James","James","2.0333333015441895","3","4500","ATL@DET","DET","ATL","IR","Concussion","",""
"21030-52410","WR","Josh","Josh Malone","Malone","0","0","4500","CIN@GB","CIN","GB","","","",""
"21030-25789","WR","Rashawn","Rashawn Scott","Scott","0","0","4500","MIA@NYJ","MIA","NYJ","NA","Foot","",""
"21030-32957","TE","Eric","Eric Tomlinson","Tomlinson","3.5","1","4500","MIA@NYJ","NYJ","MIA","Q","Ankle","",""
"21030-9409","TE","Clark","Clark Harris","Harris","0","0","4500","CIN@GB","CIN","GB","","","",""
"21030-41155","RB","Taquan","Taquan Mizzell","Mizzell","0","0","4500","PIT@CHI","CHI","PIT","","","",""
"21030-41163","WR","Keeon","Keeon Johnson","Johnson","0","0","4500","NYG@PHI","NYG","PHI","IR","Foot","",""
"21030-28890","RB","Derek","Derek Watt","Watt","0","1","4500","KC@LAC","LAC","KC","","","",""
"21030-11488","TE","Ed","Ed Dickson","Dickson","1.7999999523162842","2","4500","NO@CAR","CAR","NO","","","",""
"21030-25827","TE","Asante","Asante Cleveland","Cleveland","0","0","4500","KC@LAC","LAC","KC","IR","Undisclosed","",""
"21030-40164","WR","Shelton","Shelton Gibson","Gibson","0","0","4500","NYG@PHI","PHI","NYG","","","",""
"21030-40170","WR","Stacy","Stacy Coley","Coley","0","0","4500","TB@MIN","MIN","TB","","","",""
"21030-28907","WR","Alex","Alex Erickson","Erickson","4.199999809265137","2","4500","CIN@GB","CIN","GB","","","",""
"21030-29932","K","Ka'imi","Ka'imi Fairbairn","Fairbairn","4.5","2","4500","HOU@NE","HOU","NE","","","",""
"21030-12525","D","Atlanta","Atlanta Falcons","Falcons","9","2","4500","ATL@DET","ATL","DET","","","",""
"21030-11504","WR","Andre","Andre Roberts","Roberts","0","2","4500","ATL@DET","ATL","DET","","","",""
"21030-24817","TE","Nick","Nick O'Leary","O'Leary","2.700000047683716","1","4500","DEN@BUF","BUF","DEN","","","",""
"21030-45299","RB","David","David Fluellen","Fluellen","1.7999999523162842","1","4500","SEA@TEN","TEN","SEA","","","",""
"21030-33013","RB","Tion","Tion Green","Green","0","0","4500","ATL@DET","DET","ATL","","","",""
"21030-12535","D","Indianapolis","Indianapolis Colts","Colts","4.5","2","4500","CLE@IND","IND","CLE","","","",""
"21030-45307","WR","Rodney","Rodney Adams","Adams","0","0","4500","TB@MIN","MIN","TB","","","",""
"21030-62718","TE","Daniel","Daniel Brown","Brown","4.399999936421712","6","4500","PIT@CHI","CHI","PIT","","","",""
"21030-32000","TE","Luke","Luke Willson","Willson","2","2","4500","SEA@TEN","SEA","TEN","","","",""
"21030-12545","D","Philadelphia","Philadelphia Eagles","Eagles","13","2","4500","NYG@PHI","PHI","NYG","","","",""
"21030-28933","WR","Jared","Jared Abbrederis","Abbrederis","0.6499999761581421","2","4500","ATL@DET","DET","ATL","","","",""
"21030-33029","RB","George","George Winn","Winn","0","0","4500","CLE@IND","IND","CLE","IR","Undisclosed","",""
"21030-12553","D","Carolina","Carolina Panthers","Panthers","12.5","2","4500","NO@CAR","CAR","NO","","","",""
"21030-30990","RB","Jalston","Jalston Fowler","Fowler","6.300000190734863","1","4500","SEA@TEN","TEN","SEA","","","",""
"21030-24847","TE","Will","Will Tye","Tye","2.9000000953674316","2","4500","MIA@NYJ","NYJ","MIA","","","",""
"21030-22800","RB","Derrick","Derrick Coleman","Coleman","0","1","4500","ATL@DET","ATL","DET","","","",""
"21030-11543","TE","Clay","Clay Harbor","Harbor","1.7000000476837158","2","4500","NO@CAR","NO","CAR","IR","Undisclosed","",""
"21030-34071","WR","Nick","Nick Williams","Williams","4.199999809265137","2","4500","ATL@DET","ATL","DET","","","",""
"21030-45335","TE","Michael","Michael Roberts","Roberts","0","0","4500","ATL@DET","DET","ATL","","","",""
"21030-34073","TE","Ryan","Ryan Griffin","Griffin","0","1","4500","HOU@NE","HOU","NE","","","",""
"21030-6427","K","Connor","Connor Barth","Barth","4","2","4500","PIT@CHI","CHI","PIT","","","",""
"21030-53532","WR","Roger","Roger Lewis","Lewis","4.849999904632568","2","4500","NYG@PHI","NYG","PHI","","","",""
"21030-11556","TE","Michael","Michael Hoomanawanui","Hoomanawanui","1.2999999523162842","1","4500","NO@CAR","NO","CAR","","","",""
"21030-46374","WR","Tanner","Tanner Gentry","Gentry","3.700000047683716","1","4500","PIT@CHI","CHI","PIT","","","",""
"21030-29991","RB","Bishop","Bishop Sankey","Sankey","0","0","4500","TB@MIN","MIN","TB","IR","Knee - acl","",""
"21030-30004","WR","Kasen","Kasen Williams","Williams","0","1","4500","CLE@IND","CLE","IND","","","",""
"21030-14645","WR","Dontrelle","Dontrelle Inman","Inman","0","1","4500","KC@LAC","LAC","KC","","","",""
"21030-31036","WR","Kevin","Kevin Norwood","Norwood","0","0","4500","NYG@PHI","NYG","PHI","IR","Hip","",""
"21030-43334","RB","J.D.","J.D. McKissic","McKissic","2.799999952316284","1","4500","SEA@TEN","SEA","TEN","","","",""
"21030-32082","WR","Jordan","Jordan Taylor","Taylor","3.5363637750799004","11","4500","DEN@BUF","DEN","BUF","","","",""
"21030-55635","WR","Chris","Chris Godwin","Godwin","0","1","4500","TB@MIN","TB","MIN","","","",""
"21030-41305","WR","Zay","Zay Jones","Jones","2.700000047683716","2","4500","DEN@BUF","BUF","DEN","","","",""
"21030-14683","RB","Patrick","Patrick DiMarco","DiMarco","0.5","2","4500","DEN@BUF","BUF","DEN","","","",""
"21030-54621","WR","Walter","Walter Powell","Powell","3.028571537562779","7","4500","DEN@BUF","BUF","DEN","O","Suspension","",""
"21030-33137","WR","Justin","Justin Hardy","Hardy","2.4000000953674316","1","4500","ATL@DET","ATL","DET","","","",""
"21030-22898","RB","Brandon","Brandon Bolden","Bolden","0.9666666984558105","3","4500","HOU@NE","NE","HOU","","","",""
"21030-38264","WR","Demarcus","Demarcus Robinson","Robinson","0","0","4500","KC@LAC","KC","LAC","","","",""
"21030-37245","RB","Fozzy","Fozzy Whittaker","Whittaker","0.10000000149011612","1","4500","NO@CAR","CAR","NO","","","",""
"21030-43397","WR","Carlos","Carlos Henderson","Henderson","0","0","4500","DEN@BUF","DEN","BUF","IR","Thumb","",""
"21030-53639","WR","Isaiah","Isaiah McKenzie","McKenzie","0","2","4500","DEN@BUF","DEN","BUF","","","",""
"21030-54674","WR","Jeremy","Jeremy Butler","Butler","1.0499999523162842","2","4500","DEN@BUF","BUF","DEN","IR","Concussion","",""
"21030-28055","WR","Amara","Amara Darboh","Darboh","1.0499999523162842","2","4500","SEA@TEN","SEA","TEN","","","",""
"21030-41370","WR","Trevor","Trevor Davis","Davis","0.699999988079071","2","4500","CIN@GB","GB","CIN","","","",""
"21030-38301","TE","Darren","Darren Fells","Fells","0.800000011920929","1","4500","ATL@DET","DET","ATL","","","",""
"21030-28065","WR","Jehu","Jehu Chesson","Chesson","0","0","4500","KC@LAC","KC","LAC","","","",""
"21030-22959","WR","Deonte","Deonte Thompson","Thompson","7.849999904632568","2","4500","PIT@CHI","CHI","PIT","","","",""
"21030-26038","TE","Tyler","Tyler Kroft","Kroft","1","1","4500","CIN@GB","CIN","GB","","","",""
"21030-26045","WR","Leonte","Leonte Carroo","Carroo","2.0799999237060547","5","4500","MIA@NYJ","MIA","NYJ","","","",""
"21030-21952","WR","Michael","Michael Floyd","Floyd","6.9500002179827005","14","4500","TB@MIN","MIN","TB","O","Suspension","",""
"21030-31169","TE","Jeremy","Jeremy Sprinkle","Sprinkle","0","0","4500","OAK@WAS","WAS","OAK","","","",""
"21030-53697","WR","Kaelin","Kaelin Clay","Clay","0","1","4500","DEN@BUF","BUF","DEN","","","",""
"21030-26057","RB","Michael","Michael Burton","Burton","0.699999988079071","1","4500","PIT@CHI","CHI","PIT","","","",""
"21030-39369","K","Zane","Zane Gonzalez","Gonzalez","4","2","4500","CLE@IND","CLE","IND","","","",""
"21030-28106","RB","Joe","Joe Kerridge","Kerridge","0","1","4500","CIN@GB","GB","CIN","","","",""
"21030-21972","WR","Brian","Brian Quick","Quick","1.600000023841858","1","4500","OAK@WAS","WAS","OAK","","","",""
"21030-54742","TE","Scott","Scott Simonson","Simonson","0","0","4500","NO@CAR","CAR","NO","IR","Back","",""
"21030-23003","TE","Phillip","Phillip Supernaw","Supernaw","2.049999952316284","4","4500","SEA@TEN","TEN","SEA","","","",""
"21030-6622","WR","Eric","Eric Weems","Weems","0","1","4500","SEA@TEN","TEN","SEA","","","",""
"21030-15838","TE","Erik","Erik Swoope","Swoope","4.8000000847710504","9","4500","CLE@IND","IND","CLE","IR","Knee","",""
"21030-31207","TE","C.J.","C.J. Uzomah","Uzomah","5.237500190734863","8","4500","CIN@GB","CIN","GB","","","",""
"21030-32235","WR","Marcus","Marcus Johnson","Johnson","0","0","4500","NYG@PHI","PHI","NYG","","","",""
"21030-27117","TE","Sean","Sean Culkin","Culkin","0","0","4500","KC@LAC","LAC","KC","","","",""
"21030-28144","TE","Dion","Dion Sims","Sims","2.049999952316284","2","4500","PIT@CHI","CHI","PIT","","","",""
"21030-28157","WR","Bennie","Bennie Fowler","Fowler","8.449999809265137","2","4500","DEN@BUF","DEN","BUF","Q","Concussion","",""
"21030-41469","TE","Darrell","Darrell Daniels","Daniels","0","0","4500","CLE@IND","IND","CLE","","","",""
"21030-23046","RB","Jamize","Jamize Olawale","Olawale","3.953846271221454","13","4500","OAK@WAS","OAK","WAS","","","",""
"21030-31241","WR","Sammie","Sammie Coates","Coates","0","1","4500","CLE@IND","CLE","IND","Q","Hamstring","",""
"21030-16923","TE","Austin","Austin Seferian-Jenkins","Seferian-Jenkins","3.0999999576144748","9","4500","MIA@NYJ","NYJ","MIA","","","",""
"21030-40477","TE","Keith","Keith Towbridge","Towbridge","0","0","4500","DEN@BUF","BUF","DEN","IR","Undisclosed","",""
"21030-31263","WR","Ricardo","Ricardo Louis","Louis","3.950000047683716","2","4500","CLE@IND","CLE","IND","","","",""
"21030-30244","RB","Matt","Matt Jones","Jones","10.185714721679688","7","4500","CLE@IND","IND","CLE","","","",""
"21030-7718","RB","Cedric","Cedric Peerman","Peerman","1.5","1","4500","CIN@GB","CIN","GB","IR","Shoulder","",""
"21030-22054","WR","Jarius","Jarius Wright","Wright","2","2","4500","TB@MIN","MIN","TB","","","",""
"21030-33320","RB","Senorise","Senorise Perry","Perry","0","0","4500","MIA@NYJ","MIA","NYJ","","","",""
"21030-22065","TE","Rhett","Rhett Ellison","Ellison","2.25","2","4500","NYG@PHI","NYG","PHI","","","",""
"21030-62002","RB","Devante","Devante Mays","Mays","0","0","4500","CIN@GB","GB","CIN","","","",""
"21030-39492","TE","Josh","Josh Hill","Hill","4.400000095367432","1","4500","NO@CAR","NO","CAR","","","",""
"21030-12872","RB","James","James Develin","Develin","1.100000023841858","1","4500","HOU@NE","NE","HOU","","","",""
"21030-32331","RB","Tra","Tra Carson","Carson","0","0","4500","CIN@GB","CIN","GB","IR","Undisclosed","",""
"21030-31308","WR","Quan","Quan Bray","Bray","0","2","4500","CLE@IND","IND","CLE","","","",""
"21030-43599","TE","Andrew","Andrew Price","Price","0","0","4500","ATL@DET","DET","ATL","","","",""
"21030-54863","WR","C.J.","C.J. Goodwin","Goodwin","0","0","4500","ATL@DET","ATL","DET","","","",""
"21030-22100","K","Randy","Randy Bullock","Bullock","9","1","4500","CIN@GB","CIN","GB","","","",""
"21030-18009","TE","Chris","Chris Manhertz","Manhertz","1.5","1","4500","NO@CAR","CAR","NO","","","",""
"21030-30297","TE","Trey","Trey Burton","Burton","1.5","1","4500","NYG@PHI","PHI","NYG","","","",""
"21030-31321","RB","Jay","Jay Prosch","Prosch","0.4","5","4500","HOU@NE","HOU","NE","","","",""
"21030-29277","TE","Stephen","Stephen Anderson","Anderson","2.4000000953674316","1","4500","HOU@NE","HOU","NE","Q","Concussion","",""
"21030-30307","RB","Mack","Mack Brown","Brown","14.5","1","4500","OAK@WAS","WAS","OAK","","","",""
"21030-64104","RB","Terrell","Terrell Watson","Watson","0.10000000149011612","1","4500","PIT@CHI","PIT","CHI","","","",""
"21030-6767","K","Ryan","Ryan Succop","Succop","13.5","2","4500","SEA@TEN","TEN","SEA","","","",""
"21030-30326","RB","Keith","Keith Marshall","Marshall","0","0","4500","OAK@WAS","WAS","OAK","IR","Knee","",""
"21030-6778","TE","Anthony","Anthony Fasano","Fasano","2.4299999237060548","10","4500","MIA@NYJ","MIA","NYJ","","","",""
"21030-55940","WR","Chad","Chad Hansen","Hansen","0","0","4500","MIA@NYJ","NYJ","MIA","","","",""
"21030-27273","RB","Andy","Andy Janovich","Janovich","2.3142858232770647","7","4500","DEN@BUF","DEN","BUF","","","",""
"21030-33418","TE","Alan","Alan Cross","Cross","1.100000023841858","1","4500","TB@MIN","TB","MIN","","","",""
"21030-40586","WR","Fred","Fred Ross Jr.","Ross Jr.","0","0","4500","NO@CAR","CAR","NO","IR","Ankle","",""
"21030-28311","TE","MarQueis","MarQueis Gray","Gray","3.049999952316284","8","4500","MIA@NYJ","MIA","NYJ","","","",""
"21030-80546","WR","Dan","Dan Arnold","Arnold","0","0","4500","NO@CAR","NO","CAR","IR","Undisclosed","",""
"21030-47780","WR","Taywan","Taywan Taylor","Taylor","4.349999904632568","2","4500","SEA@TEN","TEN","SEA","","","",""
"21030-7856","WR","Matthew","Matthew Slater","Slater","-0.375","4","4500","HOU@NE","NE","HOU","Q","Hamstring","",""
"21030-25267","WR","Mack","Mack Hollins","Hollins","4.699999809265137","1","4500","NYG@PHI","PHI","NYG","","","",""
"21030-70335","TE","Seth","Seth DeValve","DeValve","6.650000095367432","2","4500","CLE@IND","CLE","IND","","","",""
"21030-39615","TE","Brandon","Brandon Williams","Williams","2.5","1","4500","CLE@IND","IND","CLE","Q","Calf","",""
"21030-22220","TE","Sean","Sean McGrath","McGrath","1.5","1","4500","KC@LAC","LAC","KC","","","",""
"21030-30412","WR","Tavarres","Tavarres King","King","2","3","4500","NYG@PHI","NYG","PHI","","","",""
"21030-16078","TE","Ross","Ross Travis","Travis","0","2","4500","KC@LAC","KC","LAC","","","",""
"21030-29390","TE","Evan","Evan Baylis","Baylis","0","0","4500","HOU@NE","HOU","NE","","","",""
"21030-40665","RB","Matthew","Matthew Dayes","Dayes","2.5999999046325684","1","4500","CLE@IND","CLE","IND","","","",""
"21030-70372","WR","Chester","Chester Rogers","Rogers","2.6285713740757535","14","4500","CLE@IND","IND","CLE","Q","Hamstring","",""
"21030-26343","WR","Corey","Corey Fuller","Fuller","0","0","4500","NO@CAR","NO","CAR","IR","Undisclosed","",""
"21030-41703","WR","R.J.","R.J. Shelton","Shelton","0","0","4500","TB@MIN","MIN","TB","IR","Foot","",""
"21030-44784","RB","Darius","Darius Jackson","Jackson","0","0","4500","CLE@IND","CLE","IND","IR","Knee","",""
"21030-26355","TE","Logan","Logan Thomas","Thomas","0","0","4500","DEN@BUF","BUF","DEN","","","",""
"21030-54007","TE","Jacob","Jacob Hollister","Hollister","1","1","4500","HOU@NE","NE","HOU","","","",""
"21030-54010","RB","Brian","Brian Hill","Hill","0","0","4500","ATL@DET","ATL","DET","","","",""
"21030-45821","WR","Isaiah","Isaiah Burse","Burse","0","8","4500","KC@LAC","LAC","KC","IR","Concussion","",""
"21030-26384","RB","Trey","Trey Edmunds","Edmunds","0","2","4500","NO@CAR","NO","CAR","","","",""
"21030-33552","WR","TJ","TJ Jones","Jones","4.199999809265137","1","4500","ATL@DET","DET","ATL","","","",""
"21030-27411","RB","Aaron","Aaron Ripkowski","Ripkowski","0.699999988079071","1","4500","CIN@GB","GB","CIN","","","",""
