Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,OWN
49,James Burgess Jr. (NYJ),51,29,0.5,5,1,1,1,0,10,141.0,14.1,3.2%
50,Mark Barron (FA),58,24,3.0,3,1,0,1,0,15,140.7,9.4,2.9%
51,Jon Bostic (WAS),56,49,1.0,2,1,0,0,0,16,140.6,8.8,5.9%
52,Anthony Barr (MIN),54,25,1.5,4,1,1,1,0,14,140.0,10.0,15.6%
53,Mack Wilson (CLE),56,25,1.0,7,1,1,0,0,16,136.6,8.5,12.0%
54,Nick Kwiatkoski (LV),50,18,3.0,4,1,1,0,0,16,135.8,8.5,32.2%
55,Mychal Kendricks (FA),47,24,3.0,4,1,1,0,0,14,135.7,9.7,1.4%
56,Dre Greenlaw (SF),62,25,1.0,2,1,0,0,0,16,131.5,8.2,10.5%
57,Sean Lee (DAL),55,31,1.0,4,1,0,0,0,16,131.1,8.2,6.8%
58,Neville Hewitt (NYJ),42,30,3.0,5,2,0,0,0,12,130.2,10.9,2.6%
59,A.J. Klein (BUF),45,22,2.5,2,1,1,1,1,15,128.7,8.6,1.8%
60,Anthony Hitchens (KC),51,37,2.0,1,0,1,0,0,15,128.1,8.5,15.6%
61,David Mayo (NYG),50,30,2.0,2,0,0,1,0,16,125.3,7.8,3.4%
62,Alec Ogletree (FA),48,32,1.0,6,1,0,0,0,13,124.4,9.6,7.1%
63,Haason Reddick (ARI),43,33,1.0,6,0,0,1,0,16,121.8,7.6,5.5%
64,Montez Sweat (WAS),31,19,7.0,2,0,2,0,0,16,120.2,7.5,25.4%
65,Von Miller (DEN),33,13,8.0,2,0,0,0,0,15,119.6,8.0,35.2%
66,Damien Wilson (KC),52,29,1.5,1,0,1,0,0,16,119.3,7.5,4.7%
67,Terrell Suggs (FA),24,16,6.5,0,0,4,1,0,15,116.8,7.8,1.0%
68,Clay Matthews (FA),27,10,8.0,3,0,2,0,0,13,115.4,8.9,5.0%
69,Denzel Perryman (LAC),50,18,0.0,1,1,1,0,0,14,111.9,8.0,3.2%
70,Jarrad Davis (DET),38,25,2.0,1,0,3,1,0,12,111.6,9.3,15.1%
71,Patrick Onwuasor (NYJ),45,16,3.0,1,0,1,0,0,14,109.9,7.9,6.7%
72,Jordan Jenkins (NYJ),21,11,8.0,3,0,2,0,0,14,107.0,7.6,3.1%
73,Ryan Anderson (WAS),29,14,4.0,1,0,4,2,0,16,105.8,6.6,0.7%
74,Danny Trevathan (CHI),50,20,1.0,1,0,1,0,0,9,104.8,11.6,20.2%
75,Samson Ebukam (LAR),26,21,4.5,4,0,1,2,0,16,103.6,6.5,2.5%
76,Jahlani Tavai (DET),36,21,2.0,2,1,1,0,0,15,102.4,6.8,4.6%
77,Myles Jack (JAC),42,24,0.5,4,1,0,0,0,11,101.8,9.3,18.7%
78,Germaine Pratt (CIN),47,25,0.0,0,0,0,0,0,16,99.7,6.2,10.7%
79,Leighton Vander Esch (DAL),43,29,0.5,3,0,1,0,0,9,99.5,11.1,80.3%
80,Nigel Bradham (FA),32,29,0.0,5,1,0,1,1,12,97.6,8.1,3.9%
81,Lorenzo Carter (NYG),25,20,4.5,5,0,1,0,0,15,97.3,6.5,9.6%
82,Drue Tranquill (LAC),50,14,0.0,1,0,0,0,0,15,97.1,6.5,9.2%
83,Vince Biegel (MIA),26,31,2.5,1,1,0,0,0,15,96.6,6.4,4.0%
84,Lorenzo Alexander (FA),31,19,2.0,9,0,1,0,0,16,96.6,6.0,2.2%
85,Bobby Okereke (IND),43,15,1.0,2,0,1,1,0,16,96.1,6.0,5.5%
86,Shaun Dion Hamilton (WAS),35,12,1.0,2,1,1,1,0,16,94.3,5.9,0.5%
87,Eric Wilson (MIN),32,25,3.0,0,0,0,0,0,16,94.0,5.9,0.7%
88,John Simon (NE),28,15,4.0,4,1,1,0,0,16,91.9,5.7,3.0%
89,Brennan Scarlett (HOU),30,18,3.5,1,0,2,0,0,15,90.0,6.0,1.3%
90,Raekwon McMillan (MIA),35,37,0.0,1,0,0,0,0,13,89.4,6.9,5.2%
91,Joe Walker (SF),38,20,0.0,0,0,1,0,0,16,88.8,5.6,0.5%
92,Donald Payne (FA),35,25,1.0,1,0,0,1,0,9,88.4,9.8,16.8%
93,Josh Bynes (CIN),22,23,1.0,4,2,0,0,0,13,85.5,6.6,5.0%
94,Kamalei Correa (TEN),23,10,5.0,2,0,0,1,0,16,84.2,5.3,0.5%
95,Sam Eguavoen (MIA),21,19,3.5,1,0,0,1,0,16,83.2,5.2,0.4%
96,Vince Williams (PIT),27,27,2.5,1,0,0,0,0,14,82.6,5.9,5.2%
97,Christian Jones (DET),29,21,2.0,4,0,0,1,0,13,82.5,6.3,1.5%
98,Foyesade Oluokun (ATL),32,24,0.0,0,0,1,0,0,16,75.3,4.7,5.9%
99,Ryan Kerrigan (WAS),16,9,5.5,1,0,1,0,0,12,73.4,6.1,7.6%
100,Tyus Bowser (BAL),16,4,5.0,2,0,1,1,1,16,71.6,4.5,1.1%
101,Leonard Floyd (LAR),27,13,3.0,1,0,0,0,0,16,71.4,4.5,3.6%
102,Leon Jacobs (JAC),26,10,2.0,1,0,0,1,0,14,70.3,5.0,0.4%
103,Preston Brown (FA),27,26,0.0,0,0,1,1,0,10,68.2,6.8,0.7%
104,Troy Reeder (LAR),32,21,0.0,0,0,1,0,0,15,68.1,4.5,8.4%
105,Reggie Ragland (DET),23,6,2.0,0,0,0,1,1,15,67.1,4.5,1.1%
106,Takkarist McKinley (ATL),18,11,3.5,0,0,0,0,0,14,67.1,4.8,6.2%
107,Wesley Woodyard (FA),24,17,1.0,1,0,1,0,0,15,66.0,4.4,2.5%
108,Blake Cashman (NYJ),27,13,0.5,1,0,0,1,0,7,65.4,9.3,2.0%
109,Carl Lawson (CIN),17,6,5.0,0,0,0,0,0,12,65.3,5.4,1.3%
110,Austin Calitro (CIN),28,10,1.0,1,0,0,0,0,14,65.1,4.7,1.1%
111,Brandon Copeland (NE),22,13,1.5,2,0,0,0,0,13,64.5,5.0,0.7%
112,Ben Niemann (KC),30,20,0.0,1,0,0,0,0,16,64.4,4.0,0.5%
113,Kwon Alexander (SF),22,12,0.5,4,1,1,0,0,8,64.2,8.0,57.3%
114,Uchenna Nwosu (LAC),22,6,2.0,1,0,1,0,0,16,63.6,4.0,1.6%
115,Quincy Williams (JAC),30,18,0.0,0,0,0,0,0,11,63.5,5.8,1.7%
116,Kyzir White (LAC),25,15,0.0,2,1,0,0,0,16,59.7,3.7,1.8%
117,Oshane Ximines (NYG),11,13,4.5,1,0,0,0,0,16,58.5,3.7,1.4%
118,Pernell McPhee (BAL),17,2,3.0,1,0,0,0,0,7,58.1,8.3,0.7%
119,Josey Jewell (DEN),18,16,1.5,0,0,0,2,0,15,55.8,3.7,1.1%
120,Kevin Pierre-Louis (WAS),22,10,0.0,3,1,0,0,0,14,55.1,3.9,1.1%
121,Ja'Whaun Bentley (NE),25,14,0.0,1,0,0,0,0,16,54.8,3.4,5.7%
122,Malik Reed (DEN),15,9,2.0,1,0,0,1,0,15,53.0,3.5,0.4%
123,Jeremiah Attaochu (DEN),12,5,3.5,0,0,0,1,0,12,52.3,4.4,0.2%
124,Kiko Alonso (NO),25,6,0.0,1,0,0,0,0,13,51.2,3.9,4.1%
125,Bradley Chubb (DEN),16,5,1.0,1,0,1,0,0,4,49.9,12.5,46.4%
126,L.J. Fort (BAL),14,12,2.0,1,0,0,0,0,16,49.7,3.1,2.1%
127,Will Compton (FA),25,14,0.0,0,0,0,0,0,9,48.2,5.4,0.4%
128,Kevin Minter (TB),17,12,0.0,2,0,0,1,0,16,46.6,2.9,1.3%
129,Ryan Connelly (NYG),10,10,1.0,2,2,0,0,0,4,44.6,11.2,3.6%
130,Craig Robertson (NO),16,6,1.0,1,1,0,0,0,16,44.1,2.8,0.7%
131,BJ Goodson (CLE),22,13,0.0,0,0,0,0,0,15,43.1,2.9,1.4%
132,Elandon Roberts (MIA),18,10,1.0,1,0,0,0,0,16,42.7,2.7,21.7%
133,Kamu Grugier-Hill (MIA),16,6,0.0,0,0,0,1,0,11,42.6,3.9,0.4%
134,Najee Goode (FA),20,4,1.0,2,0,0,0,0,10,42.6,4.3,0.0%
135,Zach Brown (FA),16,13,0.0,2,0,0,0,0,6,41.9,7.0,1.1%
136,Joe Thomas (DAL),19,10,0.0,1,0,1,0,0,15,41.8,2.8,0.2%
137,Jake Martin (HOU),6,5,3.5,0,0,1,0,0,8,38.3,4.8,0.2%
138,Jermaine Carter (CAR),16,9,0.5,0,0,0,0,0,16,38.0,2.4,0.9%
139,Jalen Reeves-Maybin (DET),17,7,0.0,0,0,0,1,0,16,37.3,2.3,0.2%
140,Justin Hollins (DEN),12,9,1.0,2,0,0,0,0,15,34.5,2.3,0.4%
141,Deone Bucannon (ATL),16,10,0.0,0,0,0,0,0,14,34.1,2.4,0.4%
142,AndrewVanGinkel (MIA),9,2,1.0,0,0,0,1,0,6,33.1,5.5,0.2%
143,Sharif Finch (FA),10,3,2.0,0,0,0,0,0,8,32.8,4.1,0.0%
144,Kyler Fackrell (NYG),11,8,1.0,0,0,0,0,0,16,31.8,2.0,0.5%
145,Nate Orchard (WAS),8,6,1.0,1,0,0,1,0,5,31.2,6.2,0.2%
146,Kenny Young (LAR),11,2,0.0,0,0,1,0,0,14,29.6,2.1,0.9%
147,Darron Lee (FA),16,7,0.0,0,0,0,0,0,16,29.4,1.8,0.5%
148,Reggie Gilbert (TEN),10,8,1.0,1,0,0,0,0,12,29.2,2.4,0.4%
149,C.J. Mosley (NYJ),4,5,0.0,2,1,0,1,1,2,27.8,13.9,41.0%
150,Travin Howard (LAR),13,3,0.0,3,0,0,0,0,16,26.3,1.6,0.7%
151,Aaron Lynch (JAC),4,2,2.0,2,0,0,0,0,16,26.1,1.6,0.2%
152,David Long (TEN),8,4,0.0,1,0,1,0,0,14,25.6,1.8,0.5%
153,T.J. Edwards (PHI),11,11,0.0,0,0,0,0,0,16,25.0,1.6,2.1%
154,Porter Gustin (CLE),7,5,1.0,0,0,0,1,0,6,24.9,4.2,0.2%
155,Tanner Vallejo (ARI),7,0,1.0,0,0,1,0,0,11,23.5,2.1,0.0%
156,Vontaze Burfict (FA),11,7,0.0,1,0,0,0,0,4,23.4,5.9,0.7%
157,Cody Barton (SEA),5,12,0.0,1,0,0,1,0,16,22.2,1.4,2.2%
158,Cameron Wake (FA),3,1,2.5,1,0,0,0,0,9,21.8,2.4,1.4%
159,Marquis Haynes (CAR),4,6,1.0,0,0,0,1,0,11,21.2,1.9,0.7%
160,Sione Takitaki (CLE),12,4,0.0,0,0,0,0,0,15,21.1,1.4,2.7%
161,Kentrell Brothers (FA),10,6,0.0,0,0,0,0,0,13,19.6,1.5,0.0%
162,Tyrell Adams (HOU),7,6,0.0,0,0,1,0,0,6,19.1,3.2,0.4%
163,Christian Kirksey (GB),6,5,0.0,0,0,0,0,0,2,17.8,8.9,30.8%
164,Alex Anzalone (NO),7,0,1.0,0,0,0,0,0,2,17.0,8.5,2.1%
165,Christian Miller (CAR),2,1,2.0,0,0,0,0,0,7,16.8,2.4,0.5%
166,Jordan Willis (NYJ),4,3,1.0,0,0,1,0,0,10,16.3,1.6,0.2%
167,Dylan Cole (HOU),6,2,0.0,1,0,0,1,0,11,16.1,1.5,0.2%
168,Obo Okoronkwo (LAR),3,3,1.5,0,0,0,0,0,10,15.4,1.5,0.0%
169,Shilique Calhoun (NE),6,3,0.0,0,0,1,0,0,15,15.4,1.0,0.4%
170,Kemoko Turay (IND),2,3,1.5,0,0,1,0,0,4,15.3,3.8,1.8%
171,Matthew Adams (IND),7,2,0.0,0,0,0,0,0,16,14.6,0.9,0.4%
172,Azeez Al-Shaair (SF),7,5,0.0,0,0,0,0,0,15,14.5,1.0,0.4%
173,Anthony Chickillo (NO),5,6,0.5,0,0,0,0,0,11,14.3,1.3,0.2%
174,Harvey Langi (NYJ),5,3,0.0,1,0,0,0,0,16,13.9,0.9,0.2%
175,Ben Gedeon (MIN),7,4,0.0,0,0,0,0,0,8,13.6,1.7,0.4%
176,Frankie Luvu (NYJ),4,1,1.0,0,0,0,0,0,13,13.3,1.0,0.0%
177,Malcolm Smith (FA),4,1,0.0,0,0,1,0,0,5,13.3,2.7,0.4%
178,Isaiah Irving (CHI),7,3,0.0,0,0,0,0,0,13,12.9,1.0,0.0%
179,Peter Kalambayi (HOU),7,3,0.0,0,0,0,0,0,16,12.8,0.8,0.2%
180,B.J. Bello (NYJ),0,0,0.0,0,0,0,0,0,8,12.0,1.5,0.0%
181,Duke Riley (PHI),5,0,0.0,0,0,0,1,0,16,11.5,0.7,0.4%
182,Steve Longa (FA),5,5,0.0,0,0,0,0,0,10,11.4,1.1,0.0%
183,Jatavis Brown (PHI),4,1,0.0,0,0,0,1,0,14,10.8,0.8,3.2%
184,Bryce Hager (FA),4,6,0.0,0,0,0,0,0,5,10.6,2.1,0.0%
185,Sam Acho (FA),1,1,1.0,0,0,1,0,0,8,10.3,1.3,0.0%
186,Marquel Lee (LV),5,0,0.0,0,0,0,0,0,5,10.0,2.0,0.2%
187,Justin March-Lillard (DAL),5,1,0.0,1,0,0,0,0,15,9.8,0.7,0.2%
188,Josiah Tauaefa (NYG),3,0,0.0,0,0,0,0,0,12,9.5,0.8,0.2%
189,Hercules Mataafa (MIN),1,0,0.0,1,0,0,1,0,6,9.5,1.6,0.0%
190,Mark Nzeocha (SF),2,0,0.0,1,1,0,0,0,16,9.5,0.6,0.0%
191,Kareem Martin (FA),3,3,0.0,0,0,0,0,0,5,9.3,1.9,0.4%
192,EJ Speed (IND),3,3,0.0,0,0,0,0,0,12,9.3,0.8,0.0%
193,Corey Nelson (FA),3,6,0.0,0,0,0,0,0,7,9.1,1.3,0.0%
194,Calvin Munson (MIA),5,2,0.0,0,0,0,0,0,2,9.1,4.6,0.0%
195,Jordan Evans (CIN),2,5,0.0,1,0,0,0,0,16,8.5,0.5,0.7%
196,Corey Thompson (BUF),2,3,0.0,0,0,0,0,0,12,7.8,0.7,0.7%
197,Julian Stanford (FA),2,1,0.0,0,0,0,1,0,16,7.8,0.5,0.0%
198,Devante Bond (CHI),3,0,0.0,0,0,0,0,0,8,7.0,0.9,0.0%
199,Oren Burks (GB),3,3,0.0,0,0,0,0,0,13,6.9,0.5,1.3%
200,Dennis Gardeck (ARI),1,1,0.0,0,0,0,1,0,14,6.3,0.5,0.0%
201,Manti Te'o (FA),3,2,0.0,0,0,0,0,0,2,6.1,3.1,0.2%
202,Tae Davis (CLE),3,2,0.0,0,0,0,0,0,13,6.1,0.5,0.0%
203,D.J. Alexander (FA),3,2,0.0,0,0,0,0,0,4,6.0,1.5,0.0%
204,Cameron Smith (MIN),2,4,0.0,0,0,0,0,0,5,6.0,1.2,0.0%
205,Genard Avery (PHI),2,1,0.5,0,0,0,0,0,10,5.8,0.6,0.2%
206,Cassanova McKinzy (FA),1,0,1.0,0,0,0,0,0,2,5.5,2.8,0.0%
207,Hardy Nickerson (FA),3,1,0.0,0,0,0,0,0,8,5.3,0.7,0.0%
208,Kyle Wilber (LV),1,1,0.0,2,0,0,0,0,14,5.3,0.4,0.0%
209,Lerentee McCray (JAC),3,1,0.0,0,0,0,0,0,9,5.3,0.6,14.0%
210,LaRoy Reynolds (ATL),2,1,0.0,1,0,0,0,0,16,5.3,0.3,0.5%
211,Daren Bates (FA),0,1,0.0,0,0,0,1,0,13,4.8,0.4,0.0%
212,James Vaughters (CHI),3,0,0.0,0,0,0,0,0,3,4.5,1.5,0.0%
213,Justin Phillips (LV),2,2,0.0,0,0,0,0,0,4,4.5,1.1,2.0%
214,Dorian O'Daniel (KC),0,0,0.0,0,0,0,1,0,14,4.0,0.3,0.7%
215,Nick Bellore (SEA),0,0,0.0,0,0,0,1,0,14,4.0,0.3,0.0%
216,Albert McClellan (FA),1,3,0.0,0,0,0,0,0,5,3.8,0.8,0.0%
217,L.J. Collier (SEA),2,1,0.0,0,0,0,0,0,11,3.8,0.3,1.5%
218,Emeke Egbule (LAC),2,0,0.0,0,0,0,0,0,15,3.0,0.2,0.2%
219,Nate Stupar (FA),1,2,0.0,0,0,0,0,0,3,3.0,1.0,0.0%
220,Cornellius Carradine (FA),1,2,0.0,0,0,0,0,0,1,3.0,3.0,0.0%
221,Chris Covington (FA),2,0,0.0,0,0,0,0,0,2,3.0,1.5,0.0%
222,Shaquem Griffin (SEA),2,0,0.0,0,0,0,0,0,16,3.0,0.2,1.4%
223,Tyler Matakevich (BUF),2,0,0.0,0,0,0,0,0,16,3.0,0.2,0.0%
224,Tim Williams (GB),2,0,0.0,0,0,0,0,0,4,3.0,0.8,0.0%
225,Natrez Patrick (LAR),2,0,0.0,0,0,0,0,0,12,3.0,0.3,0.2%
226,Jordan Kunaszyk (CAR),1,1,0.0,0,0,0,0,0,9,2.3,0.3,0.2%
227,Andre Smith (CAR),1,0,0.0,0,0,0,0,0,16,1.5,0.1,0.7%
228,Robert Spillane (PIT),1,0,0.0,0,0,0,0,0,8,1.5,0.2,0.4%
229,Adarius Taylor (FA),1,0,0.0,0,0,0,0,0,15,1.5,0.1,0.0%
230,Jay Elliott (FA),1,0,0.0,0,0,0,0,0,5,1.5,0.3,0.0%
231,Anthony Pittman (DET),0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.0%
232,Jack Cichy (TB),0,1,0.0,0,0,0,0,0,4,0.8,0.2,0.2%
233,James Crawford (MIA),0,1,0.0,0,0,0,0,0,3,0.8,0.3,0.0%
234,Barkevious Mingo (CHI),0,1,0.0,0,0,0,0,0,16,0.8,0.1,0.2%
235,Stephone Anthony (NO),0,1,0.0,0,0,0,0,0,12,0.8,0.1,0.0%
236,Elijah Lee (DET),2,3,0.0,0,0,0,0,0,9,0.0,0.0,0.0%
237,Derek Rivers (NE),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.5%
238,Nigel Harris (TEN),0,0,0.0,0,0,0,0,0,2,0.0,0.0,2.0%
239,Colin Holba (FA),0,0,0.0,0,0,0,0,0,7,0.0,0.0,0.0%
240,Tanoh Kpassagnon (KC),21,8,4.0,2,0,1,1,0,16,0.0,0.0,4.0%
241,Ukeme Eligwe (LV),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
242,Nathan Gerry (PHI),47,25,2.5,5,2,0,1,1,16,0.0,0.0,20.6%
243,Avery Moss (MIA),11,14,0.0,0,0,1,0,0,11,0.0,0.0,0.2%
244,Josh Harvey-Clemons (WAS),0,0,0.0,0,0,0,0,0,9,0.0,0.0,0.2%
245,Kendell Beckwith (TB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
246,Tarell Basham (NYJ),16,12,2.0,6,1,0,1,0,16,0.0,0.0,0.4%
247,Thomas Hennessy (NYJ),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
248,Blair Brown (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,1.0%
249,Carroll Phillips (FA),0,0,0.0,0,0,0,0,0,2,0.0,0.0,0.0%
250,Chase Allen (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
251,Reuben Foster (WAS),0,0,0.0,0,0,0,0,0,1,0.0,0.0,8.1%
252,Andrew East (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
253,Jake McQuaide (LAR),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
254,J.J. Jansen (CAR),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
255,Josh Harris (ATL),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
256,Andrew DePaola (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
257,Kevin McDermott (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
258,Rick Lovato (PHI),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
259,Don Muhlbach (DET),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
260,Patrick Scales (CHI),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
261,Nick Sundberg (WAS),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
262,Tyler Ott (SEA),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
263,L.P. LaDouceur (DAL),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
264,Jon Condo (FA),0,0,0.0,0,0,0,0,0,2,0.0,0.0,0.0%
265,Mike Windt (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
266,Antonio Morrison (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
267,Su'a Cravens (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
268,James Winchester (KC),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
269,Aaron Brewer (ARI),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
270,Brandon King (NE),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.2%
271,Jon Weeks (HOU),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
272,Garrison Sanborn (FA),0,0,0.0,0,0,0,0,0,4,0.0,0.0,0.0%
273,Carson Tinker (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
274,Matt Overton (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
275,Morgan Cox (BAL),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
276,Charley Hughlett (CLE),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
277,Joe Cardona (NE),0,0,0.0,0,0,0,0,0,16,0.0,0.0,1.0%
278,John Denney (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
279,Casey Kreiter (NYG),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
280,Trevor Bates (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
281,Taybor Pepper (FA),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
282,Luke Rhodes (IND),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
283,Zach Triner (TB),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
284,Pete Robertson (FA),0,0,0.0,0,0,0,0,0,2,0.0,0.0,0.0%
285,Kameron Canaday (PIT),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
286,Jeff Overbaugh (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
287,Jared Norris (WAS),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
288,Romeo Okwara (DET),14,14,1.5,0,0,1,0,0,14,0.0,0.0,0.9%
289,Chris Landrum (HOU),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
290,Eric Lee (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
291,Vontarrius Dora (ARI),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
292,Reid Ferguson (BUF),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
293,Nicholas Morrow (LV),49,18,0.0,4,1,0,0,0,16,0.0,0.0,3.3%
