Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,OWN
293,Tanner Vallejo (ARI),0,0,0.0,0,0,0,0,0,15,0.0,0.0,0.0%
294,Adam Bighill (FA),0,0,0.0,0,0,0,0,0,3,0.0,0.0,0.0%
295,Taybor Pepper (FA),0,0,0.0,0,0,0,0,0,4,0.0,0.0,0.0%
296,Zach Triner (TB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
297,Darnell Sankey (FA),0,0,0.0,0,0,0,0,0,6,0.0,0.0,0.0%
298,Raekwon McMillan (MIA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,5.2%
299,Austin Calitro (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.1%
300,Nicholas Grigsby (FA),0,0,0.0,0,0,0,0,0,5,0.0,0.0,0.0%
301,Carroll Phillips (FA),0,0,0.0,0,0,0,0,0,4,0.0,0.0,0.0%
302,Josh Harvey-Clemons (WAS),6,5,0.5,1,0,0,0,0,10,0.0,0.0,0.2%
303,Avery Moss (MIA),10,3,0.0,2,0,1,0,0,11,0.0,0.0,0.2%
304,Nathan Gerry (PHI),0,1,0.0,1,0,0,0,0,10,0.0,0.0,20.6%
305,Tanoh Kpassagnon (KC),7,6,2.0,0,0,0,0,0,16,0.0,0.0,4.0%
306,James Onwualu (FA),0,0,0.0,0,0,0,0,0,9,0.0,0.0,2.0%
307,Josh Carraway (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
308,Tarell Basham (NYJ),5,2,2.0,0,0,1,0,0,15,0.0,0.0,0.4%
309,Harvey Langi (NYJ),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.2%
310,Colin Holba (FA),0,0,0.0,0,0,0,0,0,7,0.0,0.0,0.0%
311,Carl Lawson (CIN),10,6,8.5,0,0,0,0,0,16,0.0,0.0,1.3%
312,Derek Rivers (NE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%
313,Jeff Overbaugh (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
314,Vontarrius Dora (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
315,James Cowser (FA),12,7,0.0,0,0,1,2,0,16,0.0,0.0,0.0%
316,Ufomba Kamalu (FA),5,1,2.0,0,0,0,0,0,9,0.0,0.0,0.0%
317,Kameron Canaday (PIT),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
318,Luke Rhodes (IND),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
319,Rashaan Evans (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,26.5%
320,Breeland Speaks (KC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.3%
321,Harold Landry III (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,17.9%
322,Chris Peace (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.4%
323,Justin Phillips (LV),0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.0%
324,Luke Gifford (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
325,Andrew Dowell (NO),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
326,Noah Dawkins (TB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
327,Troy Reeder (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,8.4%
328,Nick Moore (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
329,Matthew Orzech (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
330,Mike Onuoha (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
331,Joshua Smith (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,3.0%
332,Jordyn Brooks (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,11.4%
333,Anfernee Jennings (NE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,5.3%
334,Troy Dye (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.1%
335,Akeem Davis-Gaither (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.6%
336,Zack Baun (NO),0,0,0.0,0,0,0,0,0,0,0.0,0.0,6.7%
337,Kenneth Murray (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,26.3%
338,Isaiah Simmons (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,52.6%
339,Curtis Bolton (GB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
340,Jordan Kunaszyk (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
341,Anthony Pittman (DET),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
342,Andrew Soroh (KC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
343,Willie Harvey (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
344,Tre' Crawford (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
345,Chris Orr (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.0%
346,Vosean Joseph (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
347,Quincy Williams (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.7%
348,Bobby Okereke (IND),0,0,0.0,0,0,0,0,0,0,0.0,0.0,5.5%
349,Sutton Smith (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,40.0%
350,Malik Reed (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.4%
351,Josiah Tauaefa (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
352,Cole Mazza (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
353,Christian Miller (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%
354,Tyrel Dodson (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
355,Ulysees Gilbert (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
356,AndrewVanGinkel (MIA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
357,Ryan Connelly (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0.0,3.6%
358,Chase Hansen (NO),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
359,Cody Barton (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.2%
360,Dakota Allen (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.0%
361,Otaro Alaka (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
362,Ty Summers (GB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.4%
363,L.J. Collier (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.5%
364,Darryl Johnson (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
365,EJ Speed (IND),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
366,Del'Shawn Phillips (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
367,Dan Godsil (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
368,Darius Harris (KC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
369,Josh Watson (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
370,Jacob Bobenmoyer (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
371,Jamal Davis II (GB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
372,Joe Giles-Harris (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
373,Gerri Green (IND),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
374,Terez Hall (NE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.0%
375,Wes Farnsworth (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
376,Kaden Elliss (NO),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
377,Cole Holcomb (WAS),0,0,0.0,0,0,0,0,0,0,0.0,0.0,12.8%
378,David Long (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%
379,Malik Harrison (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,8.0%
380,Jacob Phillips (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,5.9%
381,Joey Alfieri (SF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
382,Rayshawn Wilborn (ATL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
383,Clay Johnston (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
384,Cole Christiansen (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
385,Davion Taylor (PHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,5.4%
386,Dante Olson (PHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
387,Christian Rozeboom (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
388,Leo Lewis (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.0%
389,Nate Evans (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
390,Kyahva Tezino (NE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
391,Cale Garrett (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
392,Asmar Bilal (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
393,Cam Gill (TB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
394,Blake Lynch (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
395,Markus Bailey (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
396,Brandon Wellington (IND),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
397,Joe Fortunato (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
398,Dominque Ross (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
399,Bryan Wright (KC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
400,Omari Cobb (KC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
401,Romeo Finley (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
402,Frankie Griffin (GB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
403,Javin White (LV),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
404,Liam McCullough (LV),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
405,Ross Matiscik (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
406,Eli Mencer (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
407,Blake Ferguson (MIA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
408,Jonas Griffith (SF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
409,Sam Franklin Jr. (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.0%
410,Steve Wirtel (DET),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
411,Rashad Smith (CHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.0%
412,Khaylan Kearse-Thomas (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
413,Kristian Welch (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
414,Solomon Ajayi (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
415,Jordan Glasgow (IND),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
416,Cassh Maluia (NE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
417,Jordan Fehr (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
418,Michael Divinity Jr. (TB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
419,Evan Weaver (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
420,Carter Coughlin (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
421,Khaleke Hudson (WAS),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
422,Patrick Queen (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,39.9%
423,Kamal Martin (GB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.7%
424,Kylan Johnson (MIA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
425,Keandre Jones (CHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
426,Cam Brown (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.4%
427,Shaquille Quarterman (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.2%
428,Joe Bachie (NO),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
429,Jordan Mack (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
430,Krys Barnes (GB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
431,Casey Toohill (PHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
432,Daniel Bituli (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
433,Jan Johnson (HOU),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
434,Chapelle Russell (TB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.0%
435,Bryan London II (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.0%
436,Mykal Walker (ATL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.8%
437,T.J. Brunson (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
438,Tae Crowder (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
439,Shaun Bradley (PHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.4%
440,De'Jon Harris (NE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
441,John Houston Jr. (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
442,Francis Bernard (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.0%
443,Kendall Futrell (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
444,Justin Strnad (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
445,Marcel Spears Jr. (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
446,David Reese II (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
447,Logan Wilson (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,10.0%
448,Willie Gay Jr. (KC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,13.4%
449,Ben Banogu (IND),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.4%
450,Cameron Smith (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
451,Malik Jefferson (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
452,Jack Cichy (TB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
453,Jake Martin (HOU),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
454,Trevon Young (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
455,Justin Lawler (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
456,Obo Okoronkwo (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
457,Andre Smith (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.7%
458,Jermaine Carter (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.9%
459,Foyesade Oluokun (ATL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,5.9%
460,Trent Sieg (LV),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
461,Devante Downs (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
462,Oren Burks (GB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.3%
463,Hunter Bradley (GB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
464,Joel Iyiegbuniwe (CHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
465,Kylie Fitts (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%
466,Peter Kalambayi (HOU),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
467,Zaire Franklin (IND),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
468,Olasunkanmi Adeniyi (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
469,Ben Niemann (KC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%
470,Chris Board (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.7%
471,Davin Bellamy (HOU),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
472,James Crawford (MIA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
473,Matthew Adams (IND),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.4%
474,Genard Avery (PHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
475,Dorian O'Daniel (KC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.7%
476,Skai Moore (IND),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
477,Darius Leonard (IND),0,0,0.0,0,0,0,0,0,0,0.0,0.0,94.4%
478,Marquis Haynes (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.7%
479,Hercules Mataafa (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
480,Jason Cabinda (DET),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
481,Kyzir White (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.8%
482,Jerome Baker (MIA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,29.8%
483,Leighton Vander Esch (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,80.3%
484,Micah Kiser (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.2%
485,Tremaine Edmunds (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,70.1%
486,Josey Jewell (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.1%
487,Duke Ejiofor (HOU),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
488,Lorenzo Carter (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0.0,9.6%
489,Shaun Dion Hamilton (WAS),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%
490,Ja'Whaun Bentley (NE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,5.7%
491,Fred Warner (SF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,73.6%
492,Christian Kuntz (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
493,Leon Jacobs (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.4%
494,Kemoko Turay (IND),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.8%
495,Christian Sam (DET),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
496,Shaquem Griffin (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.4%
497,John Denney (FA),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
498,Travin Howard (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.7%
499,Kenny Young (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.9%
500,Uchenna Nwosu (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.6%
501,Porter Gustin (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
502,Ben Burr-Kirven (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.4%
503,Greg Roberts (GB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.0%
504,Randy Ramsey (GB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
505,Dre Greenlaw (SF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,10.5%
506,Austin Cutting (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
507,Germaine Pratt (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,10.7%
508,T.J. Edwards (PHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.1%
509,D'Andre Walker (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
510,Sione Takitaki (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.7%
511,Mack Wilson (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,12.0%
512,Jaylon Ferguson (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.9%
513,Devin Bush (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0.0,56.2%
514,Oshane Ximines (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.4%
515,Montez Sweat (WAS),0,0,0.0,0,0,0,0,0,0,0.0,0.0,25.4%
516,Jachai Polite (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
517,Rashan Gary (GB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,3.6%
518,Devin White (TB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,58.3%
519,Josh Allen (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,37.0%
520,Justin Hollins (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.4%
521,Drue Tranquill (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,9.2%
522,Nate Hall (HOU),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.0%
523,Blake Cashman (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.0%
524,Emeke Egbule (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
525,Jahlani Tavai (DET),0,0,0.0,0,0,0,0,0,0,0.0,0.0,4.6%
526,Natrez Patrick (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
527,Azeez Al-Shaair (SF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.4%
528,Sam Eguavoen (MIA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.4%
529,Ezekiel Turner (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
530,Tae Davis (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
531,Frankie Luvu (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
532,Dennis Gardeck (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
533,Emmanuel Smith (KC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
534,Emmanuel Ellerbe (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
535,A.J. Johnson (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,6.0%
536,Josh Woods (CHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
537,DeMarquis Gates (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
538,Robert Spillane (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.4%
539,Corey Thompson (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.7%
540,Robert McCray III (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
541,Garrison Sanborn (FA),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
542,Scott McKillop (SF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
543,Brandon Williams (ARI),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
544,K.C. Asiodu (GB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
545,Rennie Curran (TB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
546,Jason Pierre-Paul (TB),48,20,8.5,5,0,2,0,0,16,0.0,0.0,14.2%
547,Cyril Obiozor (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
548,Chris Long (FA),20,8,5.0,0,0,4,0,0,16,0.0,0.0,0.0%
549,David Veikune (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
550,Robert Ayers (FA),20,11,2.0,0,0,2,0,0,12,0.0,0.0,0.0%
551,Cameron Wake (FA),26,10,10.5,0,0,0,0,0,16,0.0,0.0,1.4%
552,Nate Stupar (FA),0,0,0.0,0,0,0,0,0,4,0.0,0.0,0.0%
553,Steven Johnson (FA),0,0,0.0,0,0,0,0,0,11,0.0,0.0,0.0%
554,Kevin Malast (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
555,Spencer Paysinger (FA),0,0,0.0,0,0,0,0,0,3,0.0,0.0,0.0%
556,Keaton Kristick (SF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
557,Nathan Triplett (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
558,Bryan Braman (FA),0,0,0.0,0,0,0,0,0,3,0.0,0.0,0.0%
559,Mortty Ivy (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
560,Akinola Ayodele (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
561,Danny Clark (NO),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
562,Dhani Jones (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
563,David Thornton (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
564,Matt Wilhelm (GB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
565,Gerald Hayes (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
566,Kawika Mitchell (NO),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
567,Chris Carter (FA),0,0,0.0,0,0,0,0,0,13,0.0,0.0,0.0%
568,Bruce Carter (FA),0,0,0.0,0,0,0,0,0,14,0.0,0.0,0.0%
569,Brooks Reed (FA),22,17,4.0,0,0,0,0,0,16,0.0,0.0,0.2%
570,Aldon Smith (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.5%
571,Mike Vrabel (KC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
572,Andrew Gachkar (FA),0,0,0.0,0,0,0,0,0,6,0.0,0.0,0.0%
573,Ross Homan (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
574,J.T. Thomas (FA),0,0,0.0,0,0,0,0,0,2,0.0,0.0,0.0%
575,Markell Carter (NE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
576,Colin Allred (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
577,Corey Mays (KC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
578,Keith Ellison (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
579,Jamar Williams (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
580,Marques Murrell (NE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
581,Zak DeOssie (FA),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
582,Anthony Waters (NO),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
583,Gerris Wilkinson (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
584,Landon Johnson (DET),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
585,Charlie Anderson (KC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
586,Keyaron Fox (HOU),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
