Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,OWN
119,Aaron Lynch (JAC),13,3,3.0,1,1,0,0,0,13,50.4,3.9,0.2%
120,Brandon Marshall (FA),22,20,0.0,1,0,0,0,0,11,49.8,4.5,0.2%
121,Reuben Foster (WAS),25,4,0.0,1,0,0,0,0,6,49.6,8.3,8.1%
122,Nick Perry (FA),15,9,1.5,3,0,1,0,0,9,49.0,5.4,0.0%
123,Jordan Willis (NYJ),15,6,1.0,1,0,0,1,0,16,46.6,2.9,0.2%
124,Anthony Chickillo (NO),7,11,1.5,2,0,0,2,0,16,46.0,2.9,0.2%
125,Mychal Kendricks (FA),15,5,2.0,1,0,0,0,0,4,45.8,11.5,1.4%
126,Uchenna Nwosu (LAC),12,6,3.5,1,0,0,0,0,16,45.7,2.9,1.6%
127,Dorian O'Daniel (KC),18,10,0.0,1,0,0,1,0,16,45.3,2.8,0.7%
128,Derrick Morgan (FA),19,6,0.5,3,0,0,1,0,13,44.4,3.4,0.0%
129,Sean Lee (DAL),15,15,0.5,1,0,0,1,0,7,43.9,6.3,6.8%
130,Vontaze Burfict (FA),16,17,0.0,3,0,0,0,0,7,43.9,6.3,0.7%
131,Kemoko Turay (IND),11,4,4.0,0,0,1,0,0,14,43.7,3.1,1.8%
132,Neville Hewitt (NYJ),17,11,1.5,0,0,0,0,0,16,42.3,2.6,2.6%
133,Shaun Dion Hamilton (WAS),16,7,1.5,0,0,0,0,0,16,40.3,2.5,0.5%
134,Eli Harold (FA),7,2,4.0,1,0,0,0,0,13,39.6,3.0,0.0%
135,K.J. Wright (SEA),15,8,0.0,3,0,0,0,0,5,38.1,7.6,32.7%
136,Jake Martin (HOU),5,1,3.0,0,0,2,1,0,16,37.3,2.3,0.2%
137,Mark Nzeocha (SF),12,5,1.0,1,0,1,0,0,16,33.9,2.1,0.0%
138,Kyzir White (LAC),12,4,0.0,2,1,0,0,0,3,33.0,11.0,1.8%
139,Ray-Ray Armstrong (FA),15,7,0.0,0,0,0,0,0,15,32.9,2.2,0.0%
140,John Simon (NE),8,10,2.0,0,0,0,0,0,11,32.8,3.0,3.0%
141,Brennan Scarlett (HOU),8,4,0.0,3,1,1,1,0,12,32.6,2.7,1.3%
142,Terrance Smith (FA),13,8,1.0,0,0,0,0,0,7,32.2,4.6,0.0%
143,Pernell McPhee (BAL),8,3,0.0,2,0,0,1,0,13,28.9,2.2,0.7%
144,Jeremiah Attaochu (DEN),8,1,2.0,0,0,1,0,0,11,27.3,2.5,0.2%
145,Zaire Franklin (IND),10,15,0.0,1,0,0,0,0,16,27.1,1.7,0.0%
146,Dylan Cole (HOU),13,0,0.0,3,0,0,0,0,8,26.5,3.3,0.2%
147,Jason Cabinda (DET),14,7,0.0,0,0,0,0,0,10,26.4,2.6,0.0%
148,Julian Stanford (FA),9,1,1.0,1,0,1,0,0,13,26.3,2.0,0.0%
149,Tanner Vallejo (ARI),12,7,0.0,0,0,0,0,0,13,25.9,2.0,0.0%
150,Tim Williams (GB),5,3,2.0,0,0,0,0,0,7,25.4,3.6,0.0%
151,Ryan Anderson (WAS),5,9,2.0,0,0,0,0,0,13,25.0,1.9,0.7%
152,Ja'Whaun Bentley (NE),8,5,0.0,1,1,0,0,0,3,24.8,8.3,5.7%
153,Shane Ray (FA),6,4,1.0,1,0,1,0,0,11,24.2,2.2,0.2%
154,Manti Te'o (FA),13,4,0.0,1,0,0,0,0,5,24.1,4.8,0.2%
155,Devante Bond (CHI),13,5,0.0,0,0,0,0,0,11,23.4,2.1,0.0%
156,Derrick Johnson (FA),14,3,0.0,0,0,0,0,0,6,23.3,3.9,0.0%
157,Matt Longacre (FA),8,9,1.0,0,0,0,0,0,13,23.0,1.8,0.0%
158,Craig Robertson (NO),8,2,1.0,0,0,0,0,0,16,22.6,1.4,0.7%
159,Corey Thompson (BUF),8,5,0.0,0,0,1,0,0,6,22.3,3.7,0.7%
160,Hayes Pullard (FA),11,4,0.0,0,0,0,0,0,9,22.1,2.5,0.0%
161,Leon Jacobs (JAC),12,5,0.0,0,0,0,0,0,12,22.0,1.8,0.4%
162,Oren Burks (GB),12,4,0.0,0,0,0,0,0,14,21.2,1.5,1.3%
163,Riley Bullough (FA),8,5,0.0,1,0,0,0,0,9,19.8,2.2,0.0%
164,Su'a Cravens (FA),11,4,0.0,0,0,0,0,0,5,19.7,3.9,0.0%
165,Vincent Rey (FA),8,6,0.0,0,0,0,0,0,16,19.1,1.2,0.0%
166,Shilique Calhoun (NE),6,6,0.0,0,0,0,0,0,7,18.6,2.7,0.4%
167,Emmanuel Lamur (FA),11,2,0.0,0,0,0,0,0,9,18.1,2.0,0.0%
168,Nick DeLuca (FA),5,2,1.0,0,0,1,0,0,9,17.1,1.9,0.0%
169,Dekoda Watson (FA),3,2,2.0,0,0,0,0,0,4,16.6,4.2,0.4%
170,Kevin Pierre-Louis (WAS),4,0,1.0,0,0,1,0,0,9,16.5,1.8,1.1%
171,Bruce Carter (FA),10,3,0.0,0,0,0,0,0,11,15.9,1.4,0.0%
172,Isaiah Irving (CHI),6,0,1.0,0,0,0,0,0,13,15.5,1.2,0.0%
173,Kevin Minter (TB),6,0,1.0,0,0,0,0,0,5,15.5,3.1,1.3%
174,Jermaine Carter (CAR),6,5,0.0,0,0,0,0,0,16,15.3,1.0,0.9%
175,David Mayo (NYG),6,5,0.0,1,0,0,0,0,16,14.3,0.9,3.4%
176,Carl Lawson (CIN),4,2,1.0,0,0,0,0,0,7,14.1,2.0,1.3%
177,Bryce Hager (FA),6,4,0.0,1,0,0,0,0,16,13.6,0.9,0.0%
178,Nick Kwiatkoski (LV),8,2,0.0,0,0,0,0,0,16,13.6,0.9,32.2%
179,Eric Lee (FA),4,2,0.0,0,0,0,0,0,9,12.6,1.4,0.0%
180,Najee Goode (FA),2,4,0.0,1,1,0,0,0,16,12.5,0.8,0.0%
181,Joe Thomas (DAL),5,3,0.0,0,0,0,0,0,10,12.4,1.2,0.2%
182,James Burgess Jr. (NYJ),5,2,0.0,0,0,0,0,0,3,11.6,3.9,3.2%
183,Will Compton (FA),5,3,0.0,1,0,0,0,0,12,11.3,0.9,0.4%
184,Kyle Wilber (LV),6,2,0.0,0,0,0,0,0,14,10.6,0.8,0.0%
185,Brandon Williams (ARI),5,0,0.0,2,0,0,0,0,9,10.5,1.2,0.0%
186,Tyus Bowser (BAL),2,3,0.5,0,0,0,0,0,15,9.8,0.7,1.1%
187,Ben Niemann (KC),6,1,0.0,0,0,0,0,0,14,9.8,0.7,0.5%
188,Kentrell Brothers (FA),2,0,1.0,0,0,0,0,0,12,9.5,0.8,0.0%
189,Mike Hull (FA),6,0,0.0,0,0,0,0,0,8,9.0,1.1,0.0%
190,Lerentee McCray (JAC),1,1,1.0,0,0,0,0,0,13,8.8,0.7,14.0%
191,Nicholas Grigsby (FA),3,1,0.0,0,0,0,0,0,12,7.8,0.7,0.0%
192,Jalen Reeves-Maybin (DET),3,4,0.0,0,0,0,0,0,9,7.6,0.8,0.2%
193,Brock Coyle (FA),4,2,0.0,0,0,0,0,0,1,7.5,7.5,0.0%
194,Ramon Humber (FA),5,0,0.0,0,0,0,0,0,15,7.5,0.5,0.0%
195,Nate Orchard (WAS),3,1,0.0,1,0,0,0,0,4,7.5,1.9,0.2%
196,Brian Peters (FA),3,4,0.0,0,0,0,0,0,11,7.5,0.7,0.0%
197,Albert McClellan (FA),2,0,0.0,0,0,0,1,0,13,7.0,0.5,0.0%
198,Joel Iyiegbuniwe (CHI),3,0,0.0,0,0,0,0,0,16,7.0,0.4,0.2%
199,Chris Landrum (HOU),3,3,0.0,0,0,0,0,0,7,6.8,1.0,0.2%
200,Nate Stupar (FA),3,3,0.0,0,0,0,0,0,16,6.8,0.4,0.0%
201,Tyler Matakevich (BUF),3,3,0.0,0,0,0,0,0,16,6.8,0.4,0.0%
202,Dennis Gardeck (ARI),0,0,0.0,0,0,0,0,0,16,6.0,0.4,0.0%
203,Ukeme Eligwe (LV),2,2,0.0,1,0,0,0,0,10,6.0,0.6,0.0%
204,Joseph Jones (DEN),4,0,0.0,0,0,0,0,0,16,6.0,0.4,0.0%
205,Skai Moore (IND),4,0,0.0,0,0,0,0,0,9,6.0,0.7,0.0%
206,Jeff Holland (FA),1,5,0.0,0,0,0,0,0,3,5.4,1.8,0.0%
207,Vontarrius Dora (ARI),2,1,0.0,1,0,0,0,0,3,5.3,1.8,0.0%
208,Daren Bates (FA),3,1,0.0,0,0,0,0,0,16,5.3,0.3,0.0%
209,Peter Kalambayi (HOU),1,4,0.0,0,0,0,0,0,15,4.6,0.3,0.2%
210,Korey Toomer (FA),2,0,0.0,0,0,0,0,0,7,4.5,0.6,0.0%
211,Zach Vigil (FA),3,0,0.0,0,0,0,0,0,14,4.5,0.3,0.0%
212,D.J. Alexander (FA),0,0,0.0,0,0,0,1,0,12,4.0,0.3,0.0%
213,James Crawford (MIA),0,0,0.0,0,0,0,1,0,16,4.0,0.3,0.0%
214,Blair Brown (FA),0,0,0.0,0,0,0,1,0,15,4.0,0.3,1.0%
215,Cassanova McKinzy (FA),1,0,0.0,0,0,0,0,0,3,4.0,1.3,0.0%
216,Josh Keyes (FA),2,1,0.0,0,0,0,0,0,3,3.8,1.3,0.0%
217,Shaquem Griffin (SEA),3,1,0.0,0,0,0,0,0,7,3.8,0.5,1.4%
218,Carroll Phillips (FA),1,3,0.0,0,0,0,0,0,6,3.8,0.6,0.0%
219,Malik Jefferson (LAC),1,2,0.0,0,0,0,0,0,12,3.0,0.3,0.0%
220,Chase Allen (FA),0,3,0.0,0,0,0,0,0,5,2.4,0.5,0.0%
221,Keishawn Bierria (FA),1,1,0.0,0,0,0,0,0,16,2.3,0.1,0.0%
222,Marquis Haynes (CAR),1,1,0.0,0,0,0,0,0,4,2.3,0.6,0.7%
223,Deon Lacey (FA),1,1,0.0,0,0,0,0,0,16,2.3,0.1,0.0%
224,Matthew Thomas (FA),1,0,0.0,0,0,0,0,0,10,1.5,0.2,0.0%
225,Jack Cichy (TB),1,0,0.0,0,0,0,0,0,6,1.5,0.3,0.2%
226,Cornellius Carradine (FA),1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%
227,Kelvin Sheppard (FA),1,0,0.0,0,0,0,0,0,7,1.5,0.2,1.0%
228,Pita Taumoepenu (FA),1,0,0.0,0,0,0,0,0,4,1.5,0.4,1.0%
229,Justin March-Lillard (DAL),0,1,0.0,0,0,0,0,0,16,0.8,0.1,0.2%
230,Aaron Wallace (FA),0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.0%
231,Marquis Flowers (FA),0,1,0.0,0,0,0,0,0,5,0.8,0.2,0.0%
232,Andre Smith (CAR),0,1,0.0,0,0,0,0,0,3,0.8,0.3,0.7%
233,Trevor Bates (FA),0,1,0.0,0,0,0,0,0,9,0.8,0.1,0.0%
234,Jermaine Grace (CLE),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
235,Xavier Woodson-Luster (FA),0,0,0.0,0,0,0,0,0,4,0.0,0.0,0.0%
236,Nicholas Morrow (LV),26,11,1.0,3,0,1,0,0,16,0.0,0.0,3.3%
237,Brandon Bell (FA),0,0,0.0,0,0,0,0,0,6,0.0,0.0,0.0%
238,Tanoh Kpassagnon (KC),3,1,0.0,0,0,0,0,0,13,0.0,0.0,4.0%
239,James Onwualu (FA),0,0,0.0,0,0,0,0,0,5,0.0,0.0,2.0%
240,Nathan Gerry (PHI),11,7,0.0,2,1,0,0,0,13,0.0,0.0,20.6%
241,Josh Harvey-Clemons (WAS),15,3,1.0,3,0,0,0,0,16,0.0,0.0,0.2%
242,Nigel Harris (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.0%
243,Kendell Beckwith (TB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
244,Thomas Hennessy (NYJ),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
245,Elijah Lee (DET),51,11,1.0,2,0,1,0,0,16,0.0,0.0,0.0%
246,B.J. Bello (NYJ),0,0,0.0,0,0,0,0,0,3,0.0,0.0,0.0%
247,Avery Moss (MIA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
248,Calvin Munson (MIA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
249,Donald Payne (FA),0,0,0.0,0,0,0,1,0,8,0.0,0.0,16.8%
250,Tarell Basham (NYJ),3,1,0.0,0,0,0,0,0,11,0.0,0.0,0.4%
251,Vince Biegel (MIA),0,0,0.0,0,0,0,0,0,13,0.0,0.0,4.0%
252,Andrew East (FA),0,0,0.0,0,0,0,0,0,3,0.0,0.0,0.0%
253,Jake McQuaide (LAR),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
254,J.J. Jansen (CAR),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
255,Josh Harris (ATL),0,0,0.0,0,0,0,0,0,11,0.0,0.0,0.0%
256,Andrew DePaola (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
257,Kevin McDermott (FA),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
258,Rick Lovato (PHI),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
259,Patrick Scales (CHI),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
260,Romeo Okwara (DET),28,11,7.5,2,0,1,0,0,15,0.0,0.0,0.9%
261,Joe Walker (SF),0,0,0.0,0,0,0,0,0,14,0.0,0.0,0.5%
262,Don Muhlbach (DET),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
263,Nick Sundberg (WAS),0,0,0.0,0,0,0,0,0,13,0.0,0.0,0.0%
264,Brandon King (NE),0,0,0.0,0,0,0,0,0,15,0.0,0.0,0.2%
265,Tyler Ott (SEA),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
266,Jon Weeks (HOU),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
267,L.P. LaDouceur (DAL),0,0,0.0,0,0,0,0,0,6,0.0,0.0,0.0%
268,Jon Condo (FA),0,0,0.0,0,0,0,0,0,4,0.0,0.0,0.0%
269,James Winchester (KC),0,0,0.0,0,0,0,1,0,16,0.0,0.0,0.0%
270,Mike Windt (FA),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
271,Aaron Brewer (ARI),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
272,Carson Tinker (FA),0,0,0.0,0,0,0,0,0,5,0.0,0.0,0.0%
273,Casey Kreiter (NYG),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
274,Matt Overton (FA),0,0,0.0,0,0,0,0,0,11,0.0,0.0,0.0%
275,Morgan Cox (BAL),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
276,Charley Hughlett (CLE),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
277,Joe Cardona (NE),0,0,0.0,0,0,0,0,0,16,0.0,0.0,1.0%
278,John Denney (FA),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
279,Garrison Sanborn (FA),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
280,Jeff Overbaugh (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
281,Kameron Canaday (PIT),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
282,Luke Rhodes (IND),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
283,Colin Holba (FA),0,0,0.0,0,0,0,0,0,4,0.0,0.0,0.0%
284,Derek Rivers (NE),2,0,1.0,0,0,0,0,0,6,0.0,0.0,0.5%
285,Harvey Langi (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
286,Zach Triner (TB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
287,Reid Ferguson (BUF),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
288,Jared Norris (WAS),0,0,0.0,0,0,0,0,0,3,0.0,0.0,0.0%
289,Ufomba Kamalu (FA),1,0,0.0,0,0,0,0,0,2,0.0,0.0,0.0%
290,Curtis Bolton (GB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
291,Mike Onuoha (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
292,Matthew Orzech (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
293,Andrew Soroh (KC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
