Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,OWN
36,Mario Addison (BUF),20,15,9.0,0,0,2,0,0,16,114.5,7.2,12.4%
37,Benson Mayowa (SEA),32,6,4.0,4,0,1,1,0,15,112.7,7.5,1.3%
38,Yannick Ngakoue (JAC),25,3,9.5,1,0,0,0,0,16,111.8,7.0,27.7%
39,Sam Hubbard (CIN),27,12,6.0,1,0,1,1,1,16,108.9,6.8,47.7%
40,Romeo Okwara (DET),28,11,7.5,2,0,1,0,0,15,107.5,7.2,0.9%
41,Rodney Gunter (JAC),30,14,4.5,1,0,2,0,0,16,107.3,6.7,0.2%
42,Carl Nassib (LV),22,7,6.5,2,0,2,0,0,15,106.2,7.1,2.2%
43,Robert Quinn (CHI),25,12,6.5,0,0,2,0,0,16,103.3,6.5,17.4%
44,Leonard Williams (NYG),26,17,5.0,2,0,0,0,0,16,102.7,6.4,4.4%
45,Brandon Graham (PHI),31,8,4.0,2,0,1,1,0,16,101.4,6.3,19.4%
46,Margus Hunt (NO),22,8,5.0,2,0,1,1,0,15,101.2,6.7,0.4%
47,Kawann Short (CAR),29,13,3.0,1,0,1,0,0,14,101.1,7.2,8.4%
48,Stephon Tuitt (PIT),27,18,5.5,4,0,0,0,0,14,99.9,7.1,10.8%
49,B.J. Hill (NYG),32,15,5.5,2,0,0,0,0,16,99.5,6.2,1.3%
50,Corey Peters (ARI),33,17,2.5,0,0,0,1,0,15,99.1,6.6,1.7%
51,Linval Joseph (LAC),35,23,1.0,0,0,1,1,1,15,98.9,6.6,14.0%
52,Javon Hargrave (PHI),32,17,6.5,1,0,0,0,0,16,98.2,6.1,8.4%
53,Henry Anderson (NYJ),23,13,7.0,4,0,0,0,0,16,97.8,6.1,0.8%
54,Cassius Marsh (JAC),26,11,5.5,0,0,0,1,0,16,96.6,6.0,0.2%
55,Dean Lowry (GB),31,14,3.0,3,0,1,1,0,16,94.3,5.9,1.1%
56,Jack Crawford (TEN),20,16,6.0,1,1,1,0,0,16,94.2,5.9,1.0%
57,Sheldon Richardson (CLE),27,22,4.5,0,0,0,0,0,16,93.5,5.8,22.0%
58,Ronald Blair III (SF),24,12,5.5,1,0,0,0,0,16,93.1,5.8,0.4%
59,Matt Ioannidis (WAS),23,7,7.5,0,0,1,1,0,14,91.5,6.5,15.8%
60,Adam Gotsis (FA),25,13,3.0,6,0,2,1,0,16,89.8,5.6,0.0%
61,Arik Armstead (SF),33,15,3.0,0,0,0,0,0,16,88.0,5.5,38.2%
62,Shelby Harris (DEN),23,17,2.0,4,1,0,0,0,16,87.5,5.5,7.2%
63,Robert Nkemdiche (FA),22,11,4.5,1,0,1,0,0,10,87.5,8.8,0.8%
64,Emmanuel Ogbah (MIA),25,16,3.0,8,0,0,1,0,14,87.2,6.2,4.5%
65,Kyle Williams (FA),21,14,5.0,1,0,1,1,0,16,86.9,5.4,3.7%
66,A'Shawn Robinson (LAR),34,15,1.0,0,0,1,1,0,13,83.5,6.4,2.1%
67,Shaq Lawson (MIA),18,12,4.0,7,0,2,0,0,14,83.3,6.0,6.4%
68,Julius Peppers (FA),14,8,5.0,6,0,2,1,0,16,83.2,5.2,0.6%
69,Derek Wolfe (BAL),30,11,1.5,6,1,0,1,0,16,82.2,5.1,6.2%
70,Dante Fowler Jr. (ATL),22,6,4.0,1,0,2,2,0,15,82.2,5.5,47.9%
71,Michael Brockers (LAR),34,20,1.0,0,0,0,0,0,16,81.2,5.1,9.6%
72,David Onyemata (NO),22,13,5.0,1,0,1,0,0,16,79.4,5.0,0.6%
73,Davon Godchaux (MIA),31,17,1.0,0,0,0,0,0,16,79.4,5.0,9.3%
74,Tyrone Crawford (DAL),17,17,5.5,2,0,1,0,0,15,79.1,5.3,0.8%
75,Vic Beasley Jr. (TEN),16,4,5.0,3,0,0,1,1,16,79.1,4.9,4.9%
76,Dalvin Tomlinson (NYG),29,30,0.0,0,0,0,0,0,16,78.8,4.9,3.1%
77,Eddie Goldman (CHI),27,12,3.0,0,0,0,1,0,16,78.2,4.9,1.1%
78,Randy Gregory (DAL),18,6,5.0,0,0,1,1,0,14,77.1,5.5,0.7%
79,Isaac Rochell (LAC),18,11,5.0,1,1,0,0,0,16,77.0,4.8,0.2%
80,Darius Philon (FA),19,14,4.0,0,0,1,0,0,16,76.9,4.8,0.0%
81,Tom Johnson (FA),18,8,4.5,0,0,0,2,0,14,76.6,5.5,0.0%
82,Everson Griffen (FA),21,10,5.5,1,0,0,0,0,11,75.3,6.8,12.6%
83,Maurice Hurst Jr. (LV),26,5,4.0,3,0,1,0,0,13,74.9,5.8,1.4%
84,Joey Bosa (LAC),18,5,5.5,0,0,0,1,0,7,74.3,10.6,75.2%
85,Lawrence Guy (NE),25,34,1.0,0,0,1,0,0,16,73.8,4.6,8.2%
86,Bruce Irvin (SEA),16,3,6.5,0,0,1,0,0,15,73.8,4.9,5.1%
87,Alex Okafor (KC),24,11,3.5,1,0,0,1,0,16,73.3,4.6,4.1%
88,Akeem Spence (FA),24,18,2.0,0,0,0,0,0,16,72.9,4.6,0.0%
89,Chris Long (FA),15,8,6.5,0,0,2,0,0,16,72.9,4.6,0.0%
90,Malik Jackson (PHI),25,8,3.5,1,0,0,0,0,16,72.7,4.5,1.5%
91,Bilal Nichols (CHI),20,8,3.0,0,0,2,1,0,14,72.7,5.2,0.2%
92,Gerald McCoy (DAL),18,11,5.0,1,0,0,0,0,14,72.0,5.1,4.3%
93,Trent Murphy (BUF),14,10,4.0,1,0,2,1,0,13,70.7,5.4,2.6%
94,Andrew Billings (CLE),23,9,2.5,0,0,0,0,0,16,70.7,4.4,0.2%
95,Da'Shawn Hand (DET),22,5,3.0,0,0,2,1,0,13,69.4,5.3,2.7%
96,Xavier Williams (FA),25,22,2.5,0,0,0,0,0,16,69.4,4.3,0.0%
97,Marcus Davenport (NO),12,9,4.5,2,0,1,0,0,13,65.8,5.1,11.6%
98,Markus Golden (FA),25,4,2.5,1,0,0,0,0,11,64.7,5.9,5.2%
99,Brandon Mebane (FA),22,19,1.0,1,0,1,0,0,12,64.5,5.4,0.2%
100,Kerry Wynn (FA),20,11,1.5,2,0,2,0,0,14,63.7,4.6,1.0%
101,D.J. Reader (CIN),23,10,2.0,0,0,0,0,0,16,63.4,4.0,3.0%
102,Quinton Jefferson (BUF),16,9,3.0,2,0,0,1,0,16,63.3,4.0,6.6%
103,Abry Jones (JAC),22,8,1.0,2,0,0,0,0,15,62.8,4.2,0.2%
104,Johnathan Hankins (LV),22,15,0.0,0,0,0,2,0,15,62.5,4.2,1.7%
105,Deatrich Wise Jr. (NE),15,15,4.5,0,0,0,0,0,16,62.1,3.9,1.0%
106,Vita Vea (TB),22,7,3.0,0,0,0,0,0,13,60.5,4.7,22.5%
107,Damion Square (LAC),16,15,3.0,3,0,0,0,0,16,59.7,3.7,0.0%
108,Michael Johnson (FA),18,14,0.5,2,1,0,0,1,15,58.8,3.9,0.0%
109,Breeland Speaks (KC),15,9,1.5,0,0,1,2,0,16,57.7,3.6,2.3%
110,Steve McLendon (NYJ),22,13,0.0,1,0,0,0,0,16,57.4,3.6,0.4%
111,Andre Branch (FA),16,10,1.5,1,0,1,1,0,14,57.2,4.1,0.0%
112,Brandon Williams (BAL),22,14,1.0,1,0,0,0,0,16,56.8,3.6,1.3%
113,Trevon Coley (ARI),18,22,0.5,0,0,0,1,0,16,56.5,3.5,0.0%
114,Stephen Weatherly (CAR),22,13,3.0,1,0,1,0,0,16,56.3,3.5,1.1%
115,Marcell Dareus (FA),23,9,1.0,1,0,1,0,0,15,55.8,3.7,0.6%
116,Clinton McDonald (FA),19,12,2.0,0,0,0,0,0,15,55.8,3.7,0.0%
117,Michael Pierce (MIN),21,11,0.0,1,0,0,1,0,14,55.6,4.0,1.5%
118,Harrison Phillips (BUF),20,14,0.0,0,0,0,1,0,16,54.8,3.4,0.4%
119,Ricky Jean-Francois (FA),20,11,2.0,0,0,0,0,0,12,54.1,4.5,0.0%
120,Antwaun Woods (DAL),15,19,1.5,1,0,0,1,0,15,53.6,3.6,0.8%
121,Adam Butler (NE),9,9,3.0,2,0,2,0,0,16,53.4,3.3,0.9%
122,Frostee Rucker (FA),23,14,0.0,2,0,0,0,0,15,53.3,3.6,0.0%
123,Solomon Thomas (SF),24,7,1.0,0,0,0,0,0,16,52.9,3.3,1.9%
124,Al-Quadin Muhammad (IND),16,12,0.0,1,0,0,1,0,15,52.6,3.5,0.5%
125,Arden Key (LV),21,9,1.0,0,0,0,0,0,16,52.4,3.3,1.1%
126,Taco Charlton (KC),13,14,1.0,1,0,0,1,0,11,52.2,4.7,1.3%
127,Maliek Collins (LV),12,7,3.0,0,0,0,1,0,13,52.0,4.0,1.1%
128,Jordan Phillips (ARI),15,9,1.0,4,0,0,1,0,16,51.9,3.2,5.6%
129,Domata Peko Sr. (FA),20,13,0.5,2,0,0,0,0,16,51.7,3.2,0.0%
130,Daquan Jones (TEN),20,14,0.0,1,0,0,0,0,16,51.6,3.2,1.1%
131,Kyle Love (FA),12,7,1.5,1,0,3,2,0,16,51.1,3.2,0.0%
132,Vinny Curry (FA),14,6,2.5,0,0,0,0,0,12,49.7,4.1,0.2%
133,Malcom Brown (NO),20,19,0.0,0,0,0,1,0,15,48.5,3.2,1.8%
134,Angelo Blackson (HOU),18,6,1.0,3,0,0,1,0,16,48.2,3.0,1.0%
135,Josh Mauro (FA),17,11,1.0,0,0,0,0,0,12,47.8,4.0,0.0%
136,Chris Smith (CAR),14,7,1.0,2,0,1,0,0,16,47.4,3.0,1.7%
137,Vincent Taylor (BUF),15,12,2.0,0,0,0,0,0,8,47.2,5.9,0.0%
138,Dion Jordan (FA),17,5,1.5,1,0,1,0,0,12,47.0,3.9,1.0%
139,Zach Kerr (CAR),15,18,1.5,1,0,0,0,0,16,46.6,2.9,0.4%
140,Eddie Yarbrough (MIN),20,8,0.0,0,0,0,0,0,15,46.3,3.1,0.4%
141,Tyeler Davison (ATL),8,19,2.0,1,0,1,0,0,14,45.1,3.2,1.1%
142,Roy Robertson-Harris (CHI),9,11,3.0,2,0,0,0,0,16,44.5,2.8,0.0%
143,Derek Barnett (PHI),11,5,2.5,0,0,0,0,0,6,44.4,7.4,8.0%
144,Brandon Dunn (HOU),13,11,0.0,0,0,1,0,0,14,43.5,3.1,0.4%
145,Brooks Reed (FA),17,9,1.0,0,0,2,0,0,16,43.0,2.7,0.2%
146,Christian Covington (DEN),8,7,3.5,0,0,0,0,0,12,41.5,3.5,0.2%
147,Wes Horton (FA),15,9,1.5,1,0,0,0,0,16,41.1,2.6,0.0%
148,Haloti Ngata (FA),11,6,1.0,1,0,1,0,0,13,40.8,3.1,0.0%
149,Zach Moore (FA),8,6,3.5,0,0,0,0,0,16,40.6,2.5,0.0%
150,Ezekiel Ansah (FA),9,4,4.0,0,0,0,0,0,7,40.2,5.7,1.2%
151,Austin Johnson (NYG),13,9,1.0,2,0,0,0,0,16,40.1,2.5,0.2%
152,P.J. Hall (LV),16,7,0.0,2,0,0,0,0,14,40.0,2.9,0.2%
153,Derrick Nnadi (KC),17,18,0.0,0,0,0,0,0,16,40.0,2.5,2.9%
154,Corey Liuget (FA),9,5,1.5,0,0,0,1,0,6,39.9,6.7,0.0%
155,Brent Urban (CHI),16,9,0.5,2,0,0,0,0,16,39.5,2.5,0.6%
156,Mario Edwards (NO),12,2,2.0,0,0,1,0,0,15,39.1,2.6,5.7%
157,Shamar Stephen (MIN),11,14,2.0,0,0,0,0,0,15,38.8,2.6,0.2%
158,Chris Wormley (PIT),13,3,1.0,5,0,0,0,0,16,38.4,2.4,0.6%
159,Earl Mitchell (FA),17,11,0.0,0,0,0,0,0,14,38.3,2.7,0.0%
160,Deadrin Senat (ATL),15,14,0.0,0,0,0,0,0,15,36.7,2.4,0.0%
161,Taven Bryan (JAC),13,7,1.0,0,0,0,0,0,16,36.5,2.3,1.0%
162,Montravious Adams (GB),11,9,1.5,0,0,1,0,0,16,35.9,2.2,0.4%
163,Tyler Lancaster (GB),19,6,0.0,0,0,0,0,0,12,35.7,3.0,0.6%
164,Daniel Ross (LV),6,8,1.0,0,0,1,1,0,13,34.7,2.7,0.0%
165,Jonathan Bullard (ARI),13,5,0.0,2,0,0,0,0,16,34.6,2.2,1.3%
166,Poona Ford (SEA),13,9,0.0,0,0,0,0,0,11,33.9,3.1,0.4%
167,Tyquan Lewis (IND),9,4,2.0,1,0,0,0,0,8,33.7,4.2,0.5%
168,Dontari Poe (DAL),9,8,1.0,0,0,0,0,0,16,33.6,2.1,0.9%
169,Adrian Clayborn (CLE),8,3,2.5,0,0,1,0,0,14,33.4,2.4,0.5%
170,Fadol Brown (FA),17,4,0.0,1,0,0,0,0,12,32.7,2.7,0.0%
171,Mike Pennel (KC),15,11,0.0,1,0,0,0,0,16,32.4,2.0,0.2%
172,Mike Daniels (FA),10,8,2.0,1,0,0,0,0,10,31.7,3.2,0.0%
173,Efe Obada (CAR),6,2,2.0,2,1,0,0,0,10,31.6,3.2,0.5%
174,Beau Allen (NE),15,5,0.0,0,0,0,0,0,14,31.5,2.3,0.6%
175,John Franklin-Meyers (NYJ),6,4,2.0,0,0,1,1,0,12,30.7,2.6,0.0%
176,Sheldon Day (IND),9,1,2.0,2,0,0,0,0,12,30.3,2.5,0.2%
177,Al Woods (JAC),10,14,0.0,1,0,0,0,0,13,29.7,2.3,0.2%
178,Charles Harris (ATL),8,11,1.0,0,0,0,0,0,11,29.5,2.7,1.1%
179,Tyson Alualu (PIT),13,9,0.0,0,0,0,0,0,15,29.1,1.9,0.6%
180,Steven Means (ATL),7,6,1.0,0,0,0,0,0,8,28.2,3.5,0.4%
181,Danny Shelton (DET),10,12,0.0,0,0,0,0,0,13,26.7,2.1,2.3%
182,Branden Jackson (SEA),9,1,1.0,0,0,0,0,0,9,25.8,2.9,0.2%
183,Vernon Butler (BUF),6,13,0.5,0,0,0,1,0,14,25.7,1.8,1.1%
184,Terrell McClain (FA),9,8,1.0,0,0,0,0,0,13,25.5,2.0,0.0%
185,Connor Barwin (FA),6,5,1.0,4,0,0,0,0,15,25.5,1.7,0.0%
186,Jihad Ward (BAL),4,0,3.0,0,0,0,0,0,6,25.5,4.3,0.2%
187,Treyvon Hester (GB),8,5,1.0,0,0,0,0,0,12,24.9,2.1,0.2%
188,Duke Ejiofor (HOU),6,2,1.0,2,0,0,1,0,12,24.1,2.0,0.0%
189,Grover Stewart (IND),8,9,0.0,0,0,0,0,0,15,24.0,1.6,0.4%
190,Anthony Zettel (MIN),7,7,0.0,0,0,0,0,0,15,23.4,1.6,2.2%
191,Christian Ringo (FA),6,4,1.5,0,0,0,0,0,5,23.1,4.6,0.2%
192,Star Lotulelei (BUF),10,6,0.0,1,0,0,0,0,16,22.9,1.4,0.6%
193,Jaleel Johnson (MIN),6,7,0.5,0,0,1,0,0,16,22.9,1.4,0.6%
194,Jonathan Woodard (BUF),8,2,1.0,0,0,0,0,0,6,22.6,3.8,6.0%
195,D.J. Jones (SF),11,6,0.0,0,0,0,0,0,10,22.2,2.2,1.0%
196,Nathan Shepherd (NYJ),6,10,0.0,0,0,0,0,0,16,21.8,1.4,0.2%
197,Taylor Stallworth (NO),7,1,1.0,0,0,0,1,0,14,21.8,1.6,0.4%
198,William Hayes (FA),4,0,2.0,0,0,0,0,0,3,21.5,7.2,2.0%
199,Caraun Reid (FA),6,4,0.5,0,0,1,0,0,10,20.7,2.1,0.0%
200,William Gholston (TB),7,3,1.0,0,0,0,0,0,16,19.4,1.2,1.1%
201,Justin Jones (LAC),6,10,0.5,0,0,0,0,0,11,18.8,1.7,0.6%
202,Dorance Armstrong Jr. (DAL),8,5,0.5,0,0,0,0,0,15,18.8,1.3,1.0%
203,Stacy McGee (FA),7,2,1.0,0,0,0,0,0,8,18.6,2.3,0.0%
204,Rasheem Green (SEA),7,2,1.0,0,0,0,0,0,10,18.6,1.9,10.1%
205,Ethan Westbrooks (FA),5,3,1.0,1,0,0,0,0,16,17.9,1.1,0.0%
206,Cameron Malveaux (WAS),2,8,1.0,1,0,0,0,0,9,17.1,1.9,0.2%
207,Olsen Pierre (FA),7,5,0.0,0,0,0,0,0,10,17.0,1.7,0.2%
208,Keionta Davis (NE),5,2,0.0,0,0,0,0,0,6,16.5,2.8,0.0%
209,Ryan Glasgow (CIN),6,5,0.0,0,0,0,0,0,3,16.1,5.4,0.2%
210,Derrick Shelby (FA),8,2,0.0,0,0,0,0,0,7,16.1,2.3,0.0%
211,Sylvester Williams (LAC),8,6,0.0,0,0,0,0,0,14,15.9,1.1,0.0%
212,Adolphus Washington (FA),4,4,1.0,0,0,0,0,0,5,15.6,3.1,0.0%
213,DeMarcus Walker (DEN),2,2,1.0,0,0,0,1,0,3,15.1,5.0,0.6%
214,Kerry Hyder Jr. (SF),5,1,1.0,0,0,0,0,0,7,14.8,2.1,1.0%
215,Brian Price (JAC),5,6,0.0,0,0,0,0,0,12,14.7,1.2,0.0%
216,Bennie Logan (FA),5,9,0.0,0,0,0,0,0,15,14.6,1.0,0.0%
217,David Irving (FA),3,1,1.0,0,0,0,0,0,2,14.3,7.2,0.0%
218,David Parry (FA),3,1,1.0,0,0,0,0,0,3,13.3,4.4,0.0%
219,Bryan Cox (BUF),4,6,0.0,0,0,0,0,0,11,13.1,1.2,0.4%
220,Jarvis Jenkins (FA),5,3,0.0,0,0,1,0,0,12,12.3,1.0,0.0%
221,Josh Tupou (CIN),6,4,0.0,0,0,0,0,0,6,12.1,2.0,0.0%
222,Ziggy Hood (FA),4,5,0.0,1,0,0,0,0,10,11.5,1.2,0.0%
223,Trey Hendrickson (NO),7,1,0.0,0,0,0,0,0,5,11.3,2.3,1.2%
224,Jalyn Holmes (MIN),3,0,1.0,0,0,0,0,0,5,11.0,2.2,0.2%
225,Tim Settle (WAS),5,1,0.0,0,0,0,0,0,16,10.8,0.7,0.2%
226,Hassan Ridgeway (PHI),5,1,0.0,0,0,0,0,0,5,10.8,2.2,0.0%
227,Carlos Watkins (HOU),2,1,1.0,0,0,0,0,0,4,10.3,2.6,0.4%
228,Daniel McCullers (PIT),2,1,1.0,0,0,0,0,0,15,10.3,0.7,0.6%
229,Willie Henry (SF),2,1,1.0,0,0,0,0,0,3,10.3,3.4,0.0%
230,Nazair Jones (FA),2,6,0.0,0,0,0,0,0,9,10.2,1.1,0.0%
231,Justin Ellis (BAL),3,4,0.0,0,0,0,0,0,6,10.1,1.7,0.0%
232,Tashawn Bower (NE),4,2,0.0,0,0,0,0,0,5,10.0,2.0,0.0%
233,Derek Rivers (NE),2,0,1.0,0,0,0,0,0,6,9.5,1.6,0.5%
234,Destiny Vaeao (FA),2,0,1.0,0,0,0,0,0,6,9.5,1.6,0.0%
235,Michael Bennett (ATL),4,1,0.0,0,0,0,0,0,2,9.3,4.7,0.0%
236,Julian Taylor (SF),4,3,0.0,0,0,0,0,0,6,8.4,1.4,0.0%
237,Tanoh Kpassagnon (KC),3,1,0.0,0,0,0,0,0,13,7.8,0.6,4.0%
238,Dawuane Smoot (JAC),3,1,0.0,0,0,0,0,0,8,7.8,1.0,0.2%
239,T.Y. McGill (FA),2,3,0.0,0,0,0,0,0,6,7.8,1.3,0.0%
240,Justin Lawler (LAR),3,1,0.0,0,0,0,0,0,16,7.8,0.5,0.0%
241,Jay Bromley (FA),3,1,0.0,0,0,0,0,0,1,7.8,7.8,0.2%
242,RJ McIntosh (NYG),5,0,0.0,0,0,0,0,0,6,7.5,1.3,0.2%
243,Patrick Ricard (BAL),2,2,0.0,0,0,0,0,0,10,7.1,0.7,0.1%
244,Darius Kilgo (DET),4,1,0.0,0,0,0,0,0,11,6.8,0.6,0.0%
245,Muhammad Wilkerson (FA),2,3,0.0,0,0,0,0,0,3,6.8,2.3,0.6%
246,Dominique Easley (FA),4,0,0.0,0,0,0,0,0,3,6.0,2.0,0.2%
247,Niles Scott (CIN),4,0,0.0,0,0,0,0,0,6,6.0,1.0,0.0%
248,Jacquies Smith (FA),1,2,0.0,0,0,0,0,0,6,5.6,0.9,0.0%
249,Garrison Smith (FA),2,0,0.0,0,0,0,0,0,2,5.5,2.8,0.0%
250,Lyndon Johnson (FA),2,0,0.0,0,0,0,0,0,3,5.5,1.8,5.0%
251,Timmy Jernigan (FA),2,0,0.0,0,0,0,0,0,3,5.5,1.8,0.0%
252,Tarell Basham (NYJ),3,1,0.0,0,0,0,0,0,11,5.3,0.5,0.4%
253,Nick Williams (DET),1,1,0.0,0,0,0,0,0,2,4.8,2.4,1.3%
254,John Atkins (DET),1,1,0.0,0,0,0,0,0,2,4.8,2.4,0.2%
255,Eli Ankou (CLE),2,2,0.0,0,0,0,0,0,2,4.6,2.3,0.0%
256,Leterrius Walton (FA),2,0,0.0,1,0,0,0,0,4,4.5,1.1,0.0%
257,Daeshon Hall (PHI),1,1,0.5,0,0,0,0,0,1,4.3,4.3,1.1%
258,Trevon Young (CLE),0,0,0.0,0,0,0,1,0,2,4.0,2.0,0.2%
259,Ufomba Kamalu (FA),1,0,0.0,0,0,0,0,0,2,4.0,2.0,0.0%
260,Noah Spence (FA),2,1,0.0,0,0,0,0,0,12,3.8,0.3,2.1%
261,Matt Dickerson (TEN),2,1,0.0,0,0,0,0,0,3,3.8,1.3,0.2%
262,Jerel Worthy (FA),2,1,0.0,0,0,0,0,0,4,3.8,1.0,0.0%
263,Bruce Hector (PHI),0,2,0.5,0,0,0,0,0,8,3.6,0.5,0.0%
264,Joel Heath (DEN),2,0,0.0,0,0,0,0,0,5,3.0,0.6,4.0%
265,Rakeem Nunez-Roches (TB),2,0,0.0,0,0,0,0,0,3,3.0,1.0,0.4%
266,Mike Love (BUF),0,3,0.0,0,0,0,0,0,3,2.4,0.8,0.2%
267,Kony Ealy (FA),0,2,0.0,0,0,0,0,0,3,1.6,0.5,0.0%
268,Josh Sweat (PHI),1,0,0.0,0,0,0,0,0,9,1.5,0.2,0.9%
269,Zach Sieler (MIA),1,0,0.0,0,0,0,0,0,2,1.5,0.8,0.0%
270,Jeremiah Ledbetter (TB),1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.4%
271,Damontre Moore (FA),1,0,0.0,0,0,0,0,0,2,1.5,0.8,0.0%
272,Bronson Kaufusi (NYJ),0,0,0.0,1,0,0,0,0,3,1.5,0.5,0.0%
273,Caleb Brantley (WAS),1,0,0.0,0,0,0,0,0,7,1.5,0.2,0.2%
274,Gabe Wright (FA),0,1,0.0,0,0,0,0,0,2,0.8,0.4,0.0%
275,Jamiyus Pittman (FA),0,1,0.0,0,0,0,0,0,3,0.8,0.3,0.0%
276,Pasoni Tasini (FA),0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.0%
277,Vincent Valentine (FA),0,1,0.0,0,0,0,0,0,3,0.8,0.3,0.0%
278,Olasunkanmi Adeniyi (PIT),0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.0%
279,Ifeadi Odenigbo (MIN),0,1,0.0,0,0,0,0,0,1,0.8,0.8,2.7%
280,Carl Davis (FA),0,1,0.0,0,0,0,0,0,5,0.8,0.2,0.2%
281,Vontarrius Dora (ARI),2,1,0.0,1,0,0,0,0,3,0.0,0.0,0.0%
282,Kyle Peko (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.4%
283,Zach Wood (NO),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
284,Davonte Lambert (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
285,Hercules Mataafa (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
286,Folorunso Fatukasi (NYJ),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.4%
287,Marquis Haynes (CAR),1,1,0.0,0,0,0,0,0,4,0.0,0.0,0.7%
288,Andrew Brown (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%
289,Chad Thomas (CLE),0,0,0.0,0,0,0,0,0,4,0.0,0.0,1.8%
290,Joe Ostman (PHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,10.0%
291,Kentavius Street (SF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,3.2%
292,Kemoko Turay (IND),11,4,4.0,0,0,1,0,0,14,0.0,0.0,1.8%
293,Kendal Vickers (LV),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
