Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,OWN
92,Brandon Williams (BAL),18,12,0.0,2,0,0,1,1,12,66.3,5.5,1.3%
93,David Onyemata (NO),18,20,2.0,1,0,0,0,0,16,66.1,4.1,0.6%
94,Javon Hargrave (PHI),21,11,2.0,1,0,1,0,0,16,65.6,4.1,8.4%
95,Daquan Jones (TEN),19,12,3.5,0,0,0,0,0,12,64.8,5.4,1.1%
96,Ethan Westbrooks (FA),14,9,4.0,1,0,0,0,0,16,64.4,4.0,0.0%
97,Tyeler Davison (ATL),22,9,0.0,1,0,2,0,0,16,64.4,4.0,1.1%
98,Justin Ellis (BAL),27,21,0.5,0,0,0,0,0,16,64.2,4.0,0.0%
99,Adolphus Washington (FA),22,11,1.0,2,0,0,0,0,15,63.9,4.3,0.0%
100,Deatrich Wise Jr. (NE),16,10,5.0,1,0,0,0,0,16,63.9,4.0,1.0%
101,Derek Wolfe (BAL),18,13,2.0,0,0,0,0,0,11,63.9,5.8,6.2%
102,Cassius Marsh (JAC),23,3,3.0,0,0,3,0,0,15,63.4,4.2,0.2%
103,Tom Johnson (FA),17,15,2.0,0,0,0,0,0,16,62.8,3.9,0.0%
104,Davon Godchaux (MIA),26,14,0.0,1,0,1,0,0,15,62.2,4.1,9.3%
105,Connor Barwin (FA),26,8,5.0,0,0,0,1,0,14,61.9,4.4,0.0%
106,Akeem Spence (FA),19,20,3.0,0,0,1,0,0,16,61.6,3.9,0.0%
107,Andre Branch (FA),12,11,4.5,1,0,0,0,0,14,61.0,4.4,0.0%
108,Abry Jones (JAC),24,7,1.0,6,0,1,1,0,15,60.9,4.1,0.2%
109,Ryan Davis (FA),17,9,3.0,0,0,1,0,0,16,60.8,3.8,0.0%
110,Wes Horton (FA),10,6,5.5,0,0,3,0,0,16,60.7,3.8,0.0%
111,Danny Shelton (DET),20,13,0.0,1,0,0,0,0,14,59.9,4.3,2.3%
112,Frostee Rucker (FA),23,6,1.5,1,0,0,0,0,16,59.6,3.7,0.0%
113,Larry Ogunjobi (CLE),17,15,1.0,0,0,0,0,0,14,59.2,4.2,7.0%
114,Margus Hunt (NO),19,10,1.0,2,0,0,0,0,16,59.0,3.7,0.4%
115,William Gholston (TB),21,15,0.0,0,0,0,0,0,14,58.9,4.2,1.1%
116,Eddie Yarbrough (MIN),23,11,1.0,2,0,0,0,0,16,58.9,3.7,0.4%
117,Stacy McGee (FA),24,20,0.0,1,0,0,0,0,16,58.7,3.7,0.0%
118,Tyrunn Walker (FA),15,7,1.0,4,0,1,1,0,16,58.2,3.6,0.0%
119,Chris Smith (CAR),17,9,3.0,2,0,1,0,0,16,58.1,3.6,1.7%
120,Marcell Dareus (FA),22,6,2.0,0,0,0,0,0,14,56.9,4.1,0.6%
121,Cedric Thornton (FA),18,9,2.0,0,0,0,0,0,15,56.0,3.7,0.0%
122,Matt Ioannidis (WAS),13,14,4.5,0,0,1,0,0,14,55.4,4.0,15.8%
123,Chris Baker (FA),24,9,0.5,2,0,0,0,0,15,55.4,3.7,0.0%
124,Charles Harris (ATL),15,4,2.0,2,0,0,1,0,16,55.4,3.5,1.1%
125,Mario Edwards (NO),19,8,3.5,0,0,0,0,0,14,55.0,3.9,5.7%
126,Tenny Palepoi (FA),20,4,1.0,0,0,0,0,0,15,54.7,3.6,0.0%
127,Maliek Collins (LV),10,12,2.5,0,0,0,2,0,16,54.7,3.4,1.1%
128,Mitch Unrein (FA),25,7,2.5,0,0,0,0,0,12,54.4,4.5,0.0%
129,Brian Robison (FA),15,5,4.0,2,0,0,0,0,15,53.7,3.6,0.0%
130,Corey Liuget (FA),15,6,1.5,2,0,1,0,0,12,53.0,4.4,0.0%
131,Dion Jordan (FA),10,8,4.0,0,0,1,0,0,5,52.6,10.5,1.0%
132,Henry Anderson (NYJ),15,7,2.0,0,0,1,0,0,9,52.2,5.8,0.8%
133,Taco Charlton (KC),15,4,3.0,1,0,1,0,0,16,51.4,3.2,1.3%
134,Derrick Shelby (FA),16,14,1.0,0,0,0,0,0,16,51.4,3.2,0.0%
135,Nazair Jones (FA),10,9,2.0,3,1,0,1,0,11,51.4,4.7,0.0%
136,Jonathan Bullard (ARI),18,8,1.0,2,0,1,0,0,16,51.3,3.2,1.3%
137,Jordan Phillips (ARI),10,6,2.0,3,0,0,0,0,13,50.9,3.9,5.6%
138,Corey Peters (ARI),18,4,1.0,1,0,0,0,0,12,48.9,4.1,1.7%
139,Cornelius Washington (FA),15,9,2.5,3,0,0,0,0,15,48.7,3.2,0.0%
140,Sheldon Day (IND),13,6,2.0,2,0,0,0,0,12,47.7,4.0,0.2%
141,Kony Ealy (FA),11,3,1.0,9,1,0,0,0,15,47.0,3.1,0.0%
142,Jay Bromley (FA),17,4,1.0,1,0,0,0,0,16,46.7,2.9,0.2%
143,Morgan Fox (LAR),14,5,2.5,0,0,1,1,0,16,46.7,2.9,1.0%
144,Mike Pennel (KC),20,15,0.0,0,0,0,0,0,16,45.9,2.9,0.2%
145,Brandon Dunn (HOU),17,9,0.0,0,0,0,1,0,16,45.5,2.8,0.4%
146,Caleb Brantley (WAS),12,6,2.0,0,0,0,1,0,12,45.2,3.8,0.2%
147,Terrell McClain (FA),17,3,2.0,0,0,0,1,0,12,44.8,3.7,0.0%
148,Pat Sims (FA),9,16,0.5,0,0,0,0,0,14,43.6,3.1,0.0%
149,Leger Douzable (FA),17,2,2.0,0,0,0,0,0,5,42.6,8.5,0.0%
150,Will Clarke (FA),11,3,2.5,1,0,0,1,0,15,42.1,2.8,0.0%
151,Shamar Stephen (MIN),9,19,1.0,0,0,0,0,0,15,42.1,2.8,0.2%
152,Beau Allen (NE),13,7,1.0,0,0,0,0,0,15,41.9,2.8,0.6%
153,Benson Mayowa (SEA),13,8,1.0,0,0,0,0,0,14,40.9,2.9,1.3%
154,Brandon Mebane (FA),16,14,0.0,0,0,0,0,0,16,40.6,2.5,0.2%
155,Josh Mauro (FA),15,7,1.0,1,0,0,0,0,13,39.7,3.1,0.0%
156,Star Lotulelei (BUF),6,19,1.5,1,0,0,1,0,16,39.6,2.5,0.6%
157,William Hayes (FA),14,5,1.0,0,0,0,0,0,10,39.6,4.0,2.0%
158,Kyle Love (FA),9,7,3.5,0,0,0,0,0,16,39.2,2.5,0.0%
159,Ryan Glasgow (CIN),12,11,0.0,0,0,0,0,0,16,38.5,2.4,0.2%
160,Joel Heath (DEN),17,7,1.0,0,0,0,0,0,13,38.3,2.9,4.0%
161,Trey Hendrickson (NO),7,6,2.0,2,0,1,0,0,12,38.2,3.2,1.2%
162,Austin Johnson (NYG),14,9,1.0,1,0,0,0,0,16,38.2,2.4,0.2%
163,Hassan Ridgeway (PHI),5,9,3.0,0,0,0,0,0,13,37.7,2.9,0.0%
164,Ronald Blair III (SF),10,5,2.0,0,0,1,0,0,6,37.4,6.2,0.4%
165,Sylvester Williams (LAC),12,8,0.0,0,0,0,0,0,15,36.4,2.4,0.0%
166,Damion Square (LAC),13,6,0.0,3,0,0,1,0,16,36.0,2.3,0.0%
167,Ziggy Hood (FA),13,12,0.5,0,0,0,0,0,15,35.7,2.4,0.0%
168,Karl Klug (FA),13,5,1.5,0,0,0,0,0,15,35.6,2.4,0.0%
169,Ryan Russell (FA),12,4,2.0,0,0,0,0,0,14,35.6,2.5,0.0%
170,Adam Butler (NE),11,8,2.0,0,0,0,0,0,16,35.0,2.2,0.9%
171,Grover Stewart (IND),12,11,0.0,0,0,0,0,0,15,34.9,2.3,0.4%
172,Carlos Watkins (HOU),9,12,0.0,1,0,0,0,0,12,34.7,2.9,0.4%
173,James Cowser (FA),12,7,0.0,0,0,1,2,0,16,34.1,2.1,0.0%
174,Christian Covington (DEN),10,6,1.0,0,0,1,0,0,7,33.1,4.7,0.2%
175,Rakeem Nunez-Roches (TB),13,11,0.5,0,0,0,0,0,16,33.0,2.1,0.4%
176,Xavier Williams (FA),16,4,0.5,0,0,1,0,0,11,32.9,3.0,0.0%
177,Xavier Cooper (FA),7,10,1.5,1,0,0,0,0,13,32.3,2.5,0.0%
178,Datone Jones (FA),9,6,1.0,1,0,0,0,0,7,31.9,4.6,0.0%
179,J.J. Watt (HOU),11,4,0.0,2,0,0,0,0,5,31.6,6.3,59.3%
180,Carl Davis (FA),12,7,0.5,1,0,0,0,0,15,31.4,2.1,0.2%
181,Zach Kerr (CAR),10,9,0.5,1,0,0,0,0,11,31.4,2.9,0.4%
182,Leterrius Walton (FA),9,3,2.0,1,0,0,0,0,16,31.1,1.9,0.0%
183,Arik Armstead (SF),8,8,1.5,1,0,0,0,0,6,30.8,5.1,38.2%
184,Roy Robertson-Harris (CHI),7,5,2.0,1,0,0,0,0,13,30.3,2.3,0.0%
185,Chris McCain (FA),17,2,5.0,0,0,2,0,0,15,30.3,2.0,0.0%
186,Tanoh Kpassagnon (KC),7,6,2.0,0,0,0,0,0,16,29.8,1.9,4.0%
187,Robert Nkemdiche (FA),4,7,0.0,0,0,1,1,1,12,29.3,2.4,0.8%
188,Rodney Gunter (JAC),11,6,1.0,0,0,0,0,0,16,28.7,1.8,0.2%
189,Eddie Vanderdoes (HOU),13,5,0.0,0,0,0,0,0,16,28.5,1.8,1.0%
190,Treyvon Hester (GB),9,10,0.0,0,0,1,0,0,14,28.5,2.0,0.2%
191,Eli Ankou (CLE),8,7,1.5,0,0,0,0,0,9,27.6,3.1,0.0%
192,Quinton Dial (FA),12,7,0.0,1,0,0,0,0,13,27.1,2.1,0.0%
193,Richard Ash (FA),12,3,0.0,1,0,0,0,0,10,26.8,2.7,0.0%
194,Dawuane Smoot (JAC),11,4,0.0,0,0,0,0,0,16,26.8,1.7,0.2%
195,Vincent Taylor (BUF),11,7,0.0,1,0,0,0,0,13,26.6,2.0,0.0%
196,George Johnson (FA),5,2,2.5,1,0,0,0,0,7,26.1,3.7,0.0%
197,Avery Moss (MIA),10,3,0.0,2,0,1,0,0,11,25.9,2.4,0.2%
198,Haloti Ngata (FA),7,0,2.0,1,0,0,0,0,5,25.0,5.0,0.0%
199,Kerry Wynn (FA),10,4,1.0,0,0,0,0,0,15,24.6,1.6,1.0%
200,Ufomba Kamalu (FA),5,1,2.0,0,0,0,0,0,9,24.5,2.7,0.0%
201,Tarell Basham (NYJ),5,2,2.0,0,0,1,0,0,15,23.6,1.6,0.4%
202,Tanzel Smart (FA),9,5,0.0,1,0,0,0,0,16,23.3,1.5,0.0%
203,Andrew Billings (CLE),9,4,0.0,0,0,0,0,0,15,23.1,1.5,0.2%
204,Robert Thomas (FA),5,11,0.0,0,0,0,0,0,15,23.1,1.5,0.0%
205,Ricky Jean-Francois (FA),7,5,0.0,0,0,0,0,0,12,23.1,1.9,0.0%
206,Alan Branch (FA),12,0,0.0,0,0,0,0,0,12,23.0,1.9,0.0%
207,A.J. Francis (FA),5,13,0.0,0,0,0,0,0,6,21.8,3.6,0.0%
208,Vernon Butler (BUF),8,5,0.0,1,0,0,0,0,14,21.4,1.5,1.1%
209,Noah Spence (FA),5,4,1.0,0,0,1,0,0,6,21.1,3.5,2.1%
210,D.J. Jones (SF),8,2,0.0,1,0,0,0,0,9,20.5,2.3,1.0%
211,Jarvis Jenkins (FA),7,2,1.0,0,0,0,0,0,11,20.1,1.8,0.0%
212,Marcus Smith II (FA),8,6,2.5,1,0,2,0,0,14,20.1,1.4,0.0%
213,Daniel Ross (LV),4,1,1.0,0,0,0,1,0,3,19.8,6.6,0.0%
214,Tony McDaniel (FA),7,1,0.0,1,0,1,0,0,5,19.3,3.9,0.0%
215,Branden Jackson (SEA),7,4,0.5,1,0,0,0,0,12,19.1,1.6,0.2%
216,Bryan Cox (BUF),4,2,0.0,0,0,0,1,0,7,18.8,2.7,0.4%
217,Quinton Jefferson (BUF),6,1,1.0,0,0,0,0,0,6,18.5,3.1,6.6%
218,Jamie Meder (FA),8,5,0.0,0,0,0,0,0,10,18.3,1.8,0.0%
219,Cameron Malveaux (WAS),4,1,1.0,0,0,0,0,0,4,18.3,4.6,0.2%
220,Ahtyba Rubin (FA),7,8,0.0,0,0,0,0,0,12,18.2,1.5,0.0%
221,Charles Johnson (FA),4,12,0.0,1,0,0,0,0,12,18.1,1.5,0.0%
222,Jeremiah Valoaga (LV),5,0,1.0,0,0,0,0,0,9,18.0,2.0,0.0%
223,DeMarcus Walker (DEN),7,0,1.0,0,0,0,0,0,10,17.0,1.7,0.6%
224,Terrence Fede (FA),7,3,0.0,0,0,0,1,0,16,16.9,1.1,0.0%
225,Jeremiah Ledbetter (TB),6,8,0.5,0,0,0,0,0,16,16.7,1.0,0.4%
226,Takkarist McKinley (ATL),15,5,6.0,1,0,2,1,0,16,16.5,1.0,6.2%
227,Jonathan Allen (WAS),3,7,1.0,0,0,0,0,0,5,16.0,3.2,34.9%
228,Cornellius Carradine (FA),14,5,1.5,0,0,0,0,0,8,15.6,2.0,0.0%
229,Garrison Smith (FA),6,3,0.0,0,0,0,0,0,8,15.3,1.9,0.0%
230,Destiny Vaeao (FA),7,3,0.0,1,0,0,0,0,11,15.1,1.4,0.0%
231,Isaac Rochell (LAC),4,0,1.0,0,0,0,0,0,3,15.0,5.0,0.2%
232,Angelo Blackson (HOU),8,1,0.0,1,0,0,0,0,9,15.0,1.7,1.0%
233,Nordly Capi (FA),3,2,1.0,0,0,1,0,0,8,14.8,1.9,0.0%
234,Steven Means (ATL),3,0,1.0,0,0,0,0,0,6,13.5,2.3,0.4%
235,Sealver Siliga (FA),3,5,0.0,0,0,0,0,0,8,13.1,1.6,0.0%
236,Lewis Neal (FA),3,5,0.0,0,0,0,0,0,7,12.3,1.8,0.0%
237,Patrick Ricard (BAL),3,2,0.0,0,0,0,0,0,16,11.8,0.7,0.1%
238,Roy Miller (FA),2,4,0.0,1,0,0,0,0,7,11.6,1.7,0.0%
239,Brian Price (JAC),5,3,0.0,1,0,0,0,0,8,11.4,1.4,0.0%
240,Howard Jones (FA),2,1,1.0,0,0,0,0,0,4,11.0,2.8,1.0%
241,David King (FA),2,1,1.0,0,0,0,0,0,7,11.0,1.6,0.0%
242,John Jenkins (CHI),5,3,0.0,0,0,0,0,0,8,10.6,1.3,0.0%
243,Charles Tapper (FA),2,1,1.0,0,0,0,0,0,2,10.3,5.2,0.0%
244,Stephen Paea (FA),3,1,0.0,0,0,0,0,0,4,10.3,2.6,0.0%
245,Chris Odom (FA),3,3,0.0,0,0,0,0,0,7,10.1,1.4,3.0%
246,Brent Urban (CHI),3,1,0.0,1,0,0,0,0,3,10.0,3.3,0.6%
247,John Hughes (FA),4,6,0.0,0,0,0,0,0,8,9.9,1.2,0.0%
248,Kyle Peko (DEN),4,2,0.0,0,0,0,0,0,6,9.8,1.6,0.4%
249,Darryl Tapp (FA),2,0,1.0,0,0,0,0,0,3,9.5,3.2,0.0%
250,Cliff Avril (FA),2,0,1.0,0,0,0,0,0,4,9.5,2.4,0.1%
251,Jihad Ward (BAL),1,1,1.0,0,0,0,0,0,5,9.5,1.9,0.2%
252,Jerel Worthy (FA),1,4,0.0,0,0,0,0,0,5,8.5,1.7,0.0%
253,Tashawn Bower (NE),1,0,1.0,0,0,0,0,0,2,8.0,4.0,0.0%
254,Freddie Bishop (FA),5,5,0.0,0,0,0,1,0,5,7.8,1.6,0.0%
255,Deandre Coleman (FA),3,4,0.0,0,0,0,0,0,6,7.6,1.3,0.0%
256,Darius Latham (FA),3,4,0.0,0,0,0,0,0,3,7.5,2.5,0.0%
257,Chris Wormley (PIT),5,0,0.0,0,0,0,0,0,7,7.5,1.1,0.6%
258,Joey Mbu (FA),2,1,0.0,0,0,0,0,0,7,7.0,1.0,0.0%
259,Damontre Moore (FA),3,2,0.0,0,0,0,0,0,3,6.8,2.3,0.0%
260,Jack Crawford (TEN),3,2,0.0,0,0,0,0,0,4,6.8,1.7,1.0%
261,Khyri Thornton (FA),3,1,0.0,0,0,0,0,0,4,6.0,1.5,0.0%
262,Elijah Qualls (FA),3,1,0.0,0,0,0,0,0,6,6.0,1.0,0.0%
263,Joe Vellano (FA),1,3,0.0,0,0,0,0,0,4,5.3,1.3,0.0%
264,Christian Ringo (FA),2,1,0.0,0,0,0,0,0,6,4.5,0.8,0.2%
265,Geneo Grissom (FA),1,0,0.0,0,0,0,0,0,8,4.0,0.5,0.0%
266,Romeo Okwara (DET),1,2,0.0,0,0,0,0,0,6,3.8,0.6,0.9%
267,Bronson Kaufusi (NYJ),1,3,0.0,0,0,0,0,0,3,3.8,1.3,0.0%
268,Justin Hamilton (DAL),1,2,0.5,0,0,0,0,0,4,3.8,1.0,1.0%
269,Claude Pelon (FA),1,1,0.0,0,0,0,0,0,1,3.0,3.0,0.0%
270,Gabe Wright (FA),1,0,0.0,1,0,0,0,0,1,3.0,3.0,0.0%
271,Michael Bennett (ATL),1,0,0.0,1,0,0,0,0,1,3.0,3.0,0.0%
272,Gimel President (FA),1,1,0.0,0,0,0,0,0,4,3.0,0.8,0.0%
273,Obum Gwacham (FA),0,2,0.0,0,0,0,0,0,5,3.0,0.6,0.0%
274,Lavar Edwards (FA),0,2,0.0,0,0,0,0,0,3,3.0,1.0,0.0%
275,Jordan Williams (TEN),1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.0%
276,Montravious Adams (GB),1,1,0.0,0,0,0,0,0,7,2.3,0.3,0.4%
277,Chunky Clements (FA),1,1,0.5,0,0,0,0,0,2,2.3,1.2,0.0%
278,Cam Thomas (FA),1,0,0.0,1,0,0,0,0,1,2.3,2.3,0.0%
279,Rickey Hatley (FA),1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%
280,Jaleel Johnson (MIN),0,1,0.0,0,0,0,0,0,5,1.5,0.3,0.6%
281,Daniel McCullers (PIT),1,0,0.0,0,0,0,0,0,5,1.5,0.3,0.6%
282,Jacquies Smith (FA),1,0,0.0,0,0,0,0,0,3,1.5,0.5,0.0%
283,T.Y. McGill (FA),1,0,0.0,0,0,0,0,0,3,1.5,0.5,0.0%
284,Anthony Johnson (FA),0,1,0.0,0,0,0,0,0,4,1.5,0.4,0.0%
285,Tyrique Jarrett (FA),0,1,0.0,0,0,0,0,0,1,1.5,1.5,0.0%
286,Al-Quadin Muhammad (IND),0,1,0.0,0,0,0,0,0,4,0.8,0.2,0.5%
287,Devin Taylor (FA),0,1,0.0,0,0,0,0,0,2,0.8,0.4,0.0%
288,Ed Stinson (FA),0,1,0.0,0,0,0,0,0,4,0.8,0.2,0.0%
289,David Parry (FA),0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.0%
290,P.J. Hall (LV),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
291,Breeland Speaks (KC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.3%
292,Zach Wood (NO),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
293,Rodney Coe (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
294,Deadrin Senat (ATL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
295,Vontarrius Dora (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
