Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,OWN
388,Kobe Smith (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
389,James Lockhart (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
390,John Daka (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,6.0%
391,Marcus Willoughby (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,9.0%
392,Jeffery Whatley (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
393,George Obinna (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
394,Bill Murray (NE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
395,Lacale London (CHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.0%
396,Sterling Johnson (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
397,Domenique Davis (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
398,Bryson Young (ATL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,9.0%
399,Cedrick Lattimore (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
400,Niko Lalos (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
401,Willington Previlon (GB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
402,Michael Hoecht (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
403,Myles Adams (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
404,Lee Autry (CHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
405,Austrian Robinson (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
406,T.J. Smith (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
407,Jonah Williams (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
408,Sam Renner (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
409,Greg Reaves (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
410,Eric Banks (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
411,Kameron Cline (IND),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
412,David Moa (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
413,Chris Williams (IND),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
414,Trey Dishon (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
415,Tyshun Render (MIA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
416,Marcus Webb (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
417,Gus Cumberlander (NO),0,0,0.0,0,0,0,0,0,0,0.0,0.0,5.0%
418,Sailosi Latu (ATL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
419,Hinwa Allieu (ATL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.0%
420,Nasir Player (TB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
421,Ray Lima (MIA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
422,Mike Panasiuk (LV),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
423,Doug Costin (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
424,Mike Danna (KC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
425,Jordan Williams (ATL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
426,Malcolm Roach (NO),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
427,Josiah Coatney (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
428,Bryce Huff (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
429,John Penisini (DET),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
430,Breiden Fehoko (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
431,Broderick Washington Jr. (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
432,Garrett Marino (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
433,Jason Strowbridge (MIA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
434,LeDarius Mack (CHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
435,Josh Avery (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
436,TerShawn Wharton (KC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.0%
437,Reggie Walker (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
438,Auzoyah Alufohai (HOU),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
439,Ron'dell Carter (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
440,Jamir Jones (HOU),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
441,Teair Tart (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
442,Trevon McSwain (CHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
443,Aaron Crawford (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
444,Austin Edwards (ATL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,20.0%
445,Adam Shuler (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,21.0%
446,Calvin Taylor Jr. (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
447,Henry Mondeaux (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
448,Cavon Walker (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.0%
449,Austin Larkin (ATL),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.2%
450,Niles Scott (CIN),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
451,Kahlil McKenzie (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
452,Bruce Hector (PHI),0,0,0.0,0,0,0,0,0,3,0.0,0.0,0.0%
453,Kemoko Turay (IND),2,3,1.5,0,0,1,0,0,4,0.0,0.0,1.8%
454,Chris Covington (FA),2,0,0.0,0,0,0,0,0,2,0.0,0.0,0.0%
455,Kendal Vickers (LV),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
456,Ade Aruna (LV),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
457,Breeland Speaks (KC),0,0,0.0,0,0,0,0,0,1,0.0,0.0,2.3%
458,Deadrin Senat (ATL),0,0,0.0,0,0,0,0,0,3,0.0,0.0,0.0%
459,James Looney (GB),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
460,John Franklin-Meyers (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
461,Jamiyus Pittman (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
462,Mike Love (BUF),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.2%
463,Trevon Young (CLE),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.2%
464,Justin Lawler (LAR),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
465,Nick Thurman (NE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
466,Dewayne Hendrix (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
467,P.J. Johnson (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
468,Quinton Bell (TB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.0%
469,Gerri Green (IND),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
470,Sutton Smith (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,41.0%
471,Durval Neto (MIA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
472,Jordan Brailford (WAS),0,0,0.0,0,0,0,0,0,0,0.0,0.0,5.0%
473,Matt Nelson (DET),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
474,Marquise Copeland (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
475,Kahzin Daniels (TB),0,0,0.0,0,0,0,0,0,2,0.0,0.0,0.2%
476,Ray Smith (SF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
477,Tim Ward (KC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.0%
478,Amani Bledsoe (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
479,Braxton Hoyett (KC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
480,Ira Lewis (HOU),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
481,Shareef Miller (PHI),0,0,0.0,0,0,0,0,0,1,0.0,0.0,1.0%
482,Olive Sagapolu (DET),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.0%
483,Jachai Polite (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
484,Wyatt Ray (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
485,Greg Roberts (GB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.0%
486,Randy Ramsey (GB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
487,Oshane Ximines (NYG),11,13,4.5,1,0,0,0,0,16,0.0,0.0,1.4%
488,Raekwon Davis (MIA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.3%
489,Montez Sweat (WAS),31,19,7.0,2,0,2,0,0,16,0.0,0.0,25.4%
490,Corbin Kaufusi (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
491,Demarcus Christmas (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.4%
492,Jalen Jelks (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
493,Iseoluwapo Jegede (IND),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
494,Daylon Mack (BAL),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.2%
495,L.J. Collier (SEA),2,1,0.0,0,0,0,0,0,11,0.0,0.0,1.4%
496,Chris Slayton (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
497,Jalen Dalton (NO),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
498,Malik Carney (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
499,Lyndon Johnson (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,5.0%
500,Robert Nkemdiche (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.8%
501,Alex Magee (TB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
502,Connor Barwin (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
503,Brian Price (JAC),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
504,Derrick Morgan (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
505,Jeremy Jarmon (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
506,Myron Pryor (NE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
507,Kentwan Balmer (WAS),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
508,Louis Leonard (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
509,Jacob Ford (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
510,Trey Lewis (ATL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
511,William Hayes (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,2.0%
512,Kenny Iwebema (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
513,DeMario Pressley (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
514,Chris Long (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
515,Jay Alford (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
516,Jerel Worthy (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
517,Chandler Jones (ARI),42,11,19.0,5,0,8,3,0,16,0.0,0.0,59.7%
518,E.J. Wilson (TB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
519,Larry Hart (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
520,Dekoda Watson (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.4%
521,Dwayne Hendricks (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
522,Auston English (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
523,Emmanuel Stephens (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
524,John Chick (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
525,Tom Johnson (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
526,Demetric Evans (SF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
527,Jarvis Green (HOU),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
528,Alex Brown (KC),0,0,0.0,0,0,0,0,0,2,0.0,0.0,0.2%
529,Julius Peppers (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.6%
530,Robaire Smith (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
531,Stylez White (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
532,Jarvis Jenkins (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
533,Muhammad Wilkerson (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.6%
534,Ryan Kerrigan (WAS),16,9,5.5,1,0,1,0,0,12,0.0,0.0,7.6%
535,Aldon Smith (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.5%
536,Damione Lewis (HOU),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
537,Pat Williams (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
538,Bryan Robinson (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
539,Kyle Williams (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,3.7%
540,Frostee Rucker (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
541,Michael Johnson (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
542,Quentin Moses (MIA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
543,Haloti Ngata (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
544,Tony Brown (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
545,Bobby McCray (PHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
546,Tank Johnson (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
547,Junior Siavii (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
548,Craig Terrill (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
549,Eric Moore (NE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
550,Anthony Bryant (WAS),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
551,Travis Johnson (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
552,Derrick Shelby (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
553,John Denney (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
554,Jamie Meder (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
555,Preston Smith (GB),36,20,12.0,4,1,1,0,0,16,0.0,0.0,19.4%
556,Michael Bennett (ATL),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
557,Nate Orchard (WAS),8,6,1.0,1,0,0,1,0,5,0.0,0.0,0.2%
558,Randy Gregory (DAL),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.7%
559,Markus Golden (FA),37,35,10.0,0,0,0,1,1,16,0.0,0.0,5.2%
560,Justin Hamilton (DAL),0,0,0.0,0,0,0,0,0,1,0.0,0.0,1.0%
561,Ryan Delaire (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
562,Darius Kilgo (DET),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
563,Christian Ringo (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.2%
564,Gabe Wright (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
565,Brian Mihalik (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
566,Darius Philon (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
567,David Irving (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
568,Jordan Williams (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
569,Dominique Easley (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.2%
570,Jeremiah Attaochu (DEN),12,5,3.5,0,0,0,1,0,12,0.0,0.0,0.2%
571,Kony Ealy (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
572,Jay Bromley (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.2%
573,Will Clarke (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
574,Zach Moore (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
575,John Simon (NE),28,15,4.0,4,1,1,0,0,16,0.0,0.0,3.0%
576,Cornellius Carradine (FA),1,2,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
577,Lerentee McCray (JAC),3,1,0.0,0,0,0,0,0,9,0.0,0.0,15.0%
578,Bennie Logan (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
579,Steven Means (ATL),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.4%
580,Alejandro Villanueva (PIT),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
581,Jacquies Smith (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
582,Matt Leo (PHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.0%
