Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,OWN
460,Nigel Warrior (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
461,Reggie Floyd (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
462,Kamren Curl (WAS),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
463,Jeremiah Dinson (DET),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
464,Jeremy Chinn (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,11.9%
465,Tanner Muse (LV),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.8%
466,Julian Blackmon (IND),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.7%
467,Geno Stone (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
468,Alohi Gilman (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
469,Jordan Fuller (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.4%
470,Antoine Brooks Jr. (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.4%
471,Jalen Elliot (DET),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
472,Jalen Julius (KC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
473,Rodney Clemons (KC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
474,Chris Miller (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
475,Ronnell Perkins (SF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
476,Javon Hagan (TB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
477,Henry Black (GB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
478,Marc-Antoine Dequoy (GB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
479,Bobby Price (DET),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
480,Luther Kirk (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,5.0%
481,Juju Hughes (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,4.0%
482,Douglas Coleman III (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.0%
483,Jovante Moffatt (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
484,Elijah Benton (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
485,Garrett Taylor (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.0%
486,Vernon Scott (GB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
487,Kenny Robinson Jr. (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.4%
488,Jaylinn Hawkins (ATL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.4%
489,Essang Bassey (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
490,Kyle Dugger (NE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,6.2%
491,D'Cota Dixon (TB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
492,P.J. Locke (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
493,John Battle (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
494,Dravon Askew-Henry (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
495,Chris Johnson (NO),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
496,Mark McLaurin (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.0%
497,Tyree Kinnel (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
498,Xavier McKinney (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0.0,24.0%
499,K'Von Wallace (PHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.4%
500,Shyheim Carter (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
501,Terrell Burgess (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.3%
502,J.R. Reed (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.0%
503,Antoine Winfield Jr. (TB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,13.8%
504,Brandon Jones (MIA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.3%
505,Ashtyn Davis (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.3%
506,Grant Delpit (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,9.0%
507,Demetrius Flannigan-Fowles (SF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
508,Jake Gervase (LAR),0,0,0.0,0,0,0,0,0,2,0.0,0.0,0.0%
509,Adarius Pickett (NE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
510,Antone Exum Jr. (FA),0,0,0.0,0,0,0,0,0,7,0.0,0.0,0.0%
511,T.J. Carter (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
512,Dre Hal (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
513,Nat Berhe (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,2.0%
514,Nate Ebner (NYG),0,0,0.0,0,0,0,0,0,14,0.0,0.0,0.4%
515,Keith Tandy (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
516,Eddie Pleasant (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
517,Shamarko Thomas (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
518,T.J. McDonald (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
519,Corey Moore (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
520,Doug Middleton (JAC),0,0,0.0,0,0,0,0,0,4,0.0,0.0,0.0%
521,DeAndre Houston-Carson (CHI),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
522,Derrick Kindred (SF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
523,A.J. Green (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
524,Robert Alford (ARI),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.7%
525,Jason Verrett (SF),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.6%
526,E.J. Gaines (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
527,Dexter McDougle (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
528,David Amerson (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
529,Josh Robinson (FA),0,0,0.0,0,0,0,0,0,8,0.0,0.0,0.0%
530,Leonard Johnson (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
531,Marcus Sherels (FA),0,0,0.0,0,0,0,0,0,9,0.0,0.0,0.0%
532,Greg Gatson (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
533,Marcus Williams (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,4.0%
534,Adam Jones (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
535,Derrick Martin (CHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
536,Marcus Hudson (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
537,Ellis Hobbs (PHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
538,Davon House (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
539,Shareece Wright (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
540,Quinten Lawrence (KC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
541,Brian Williams (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
542,William James (SF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
543,Malcolm Williams (NE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
544,Dominique Harris (TB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
545,Joe Burnett (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
546,Sam Shields (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,6.0%
547,Scotty McGee (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
548,Jorrick Calvin (PHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
549,Jamar Wall (PHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
550,Joshua Moore (CHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
551,Brent Grimes (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.2%
552,Fred Bennett (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
553,Jonathan Wade (MIA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
554,Leon Hall (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
555,Asher Allen (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
556,Terrence Wheatley (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
557,Vontae Davis (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
558,Quincy Butler (NO),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
559,Antwaun Molden (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
560,Chevis Jackson (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
561,Jalen Davis (ARI),0,0,0.0,0,0,0,0,0,2,0.0,0.0,0.2%
562,Donovan Olumba (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.0%
563,Arrion Springs (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
564,Kamrin Moore (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
565,Tremon Smith (PHI),0,0,0.0,0,0,0,0,0,8,0.0,0.0,0.2%
566,Jermaine Kelly (SF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
567,Greg Stroman (WAS),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
568,Dee Delaney (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.2%
569,Rico Gafford (LV),0,0,0.0,0,0,0,0,0,4,0.0,0.0,0.0%
570,Michael Joseph (CHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.0%
571,Tavierre Thomas (CLE),0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%
572,Quenton Meeks (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
573,Lenzy Pipkins (NE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.0%
574,DaShaun Amos (GB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,3.0%
575,Tre Sullivan (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
576,Nick Nelson (FA),0,0,0.0,0,0,0,0,0,3,0.0,0.0,0.0%
577,Deatrick Nichols (NO),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
578,Dominique Hatfield (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
579,Chris Westry (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
580,Herb Miller (TB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
581,Dylan Mabin (LV),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
582,Jayson Stanley (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
583,Anthony Chesley (HOU),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
584,Levonta Taylor (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,7.0%
585,Stanford Samuels III (GB),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
586,Amik Robertson (LV),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.6%
587,Luq Barcoo (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
588,Reggie Robinson II (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
589,Darnay Holmes (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
590,Michael Ojemudia (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.7%
591,Lavert Hill (KC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
592,Damon Arnette (LV),0,0,0.0,0,0,0,0,0,0,0.0,0.0,3.9%
593,Jaylon Johnson (CHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.9%
594,Jeff Gladney (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,3.9%
595,Lamar Jackson (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
596,Cameron Dantzler (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.4%
597,A.J. Terrell (ATL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,8.4%
598,CJ Henderson (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0.0,13.4%
599,Kristian Fulton (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.5%
600,Jeff Okudah (DET),0,0,0.0,0,0,0,0,0,0,0.0,0.0,28.8%
601,Alex Myres (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
602,Jace Whittaker (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
603,Mark Fields (MIN),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
604,Derrek Thomas (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
605,Trevon Diggs (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,5.5%
606,Adonis Alexander (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
607,Jackson Porter (IND),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
608,John Franklin III (TB),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
609,Stephen Denmark (CHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,4.0%
610,Michael Jackson (DET),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
611,Saivion Smith (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
612,Picasso Nelson Jr. (IND),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
613,Malik Gant (NE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
614,Cam Lewis (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
615,Tim Harris (SF),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.2%
616,Bryce Hall (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.7%
617,Justin Layne (PIT),0,0,0.0,0,0,0,0,0,10,0.0,0.0,0.6%
618,Kemon Hall (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
619,Donnie Lewis Jr. (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
620,Ka'dar Hollman (GB),0,0,0.0,0,0,0,0,0,4,0.0,0.0,0.2%
621,Alijah Holder (DEN),0,0,0.0,0,0,0,0,0,2,0.0,0.0,0.0%
622,Iman Marshall (BAL),0,0,0.0,0,0,0,0,0,3,0.0,0.0,0.2%
623,Jordan Brown (LV),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.0%
624,Robertson Daniel (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
625,Deiondre' Hall (TB),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
626,D.J. White (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
627,Trevor Williams (PHI),0,0,0.0,0,0,0,0,0,3,0.0,0.0,0.2%
628,Tavon Young (BAL),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.7%
629,KeiVarae Russell (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
630,Rashard Robinson (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.2%
631,Brandon King (NE),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.2%
632,Anrdre Hal (HOU),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
633,Alex Carter (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
634,Lorenzo Doss (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
635,Bryce Callahan (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.1%
636,Denzel Rice (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
637,Blake Countess (FA),0,0,0.0,0,0,0,0,0,6,0.0,0.0,0.0%
638,Brian Allen (SEA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
639,Treston Decoud (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
640,Cordrea Tankersley (MIA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.2%
641,Teez Tabor (SF),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.2%
642,Dee Virgin (DET),0,0,0.0,0,0,0,0,0,15,0.0,0.0,0.0%
643,Corn Elder (CAR),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.7%
644,D.J. Killings (LV),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
645,Marcus Sayles (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
646,Chris Milton (TEN),0,0,0.0,0,0,0,0,0,6,0.0,0.0,0.0%
647,Winston Rose (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0.0,6.0%
648,Lafayette Pitts (IND),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.2%
649,Duke Thomas (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
650,Harlan Miller (FA),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
651,Tre Roberson (CHI),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
652,Josh Hawkins (ATL),0,0,0.0,0,0,0,0,0,1,0.0,0.0,2.0%
653,Kenneth Durden (TEN),0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%
654,Josh Norwood (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%
